name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,start_date,event_results,source_file,file_year,file_path,round,category_round_results,route_1,route_2,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small_final_winner,small_final_time,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,quali_time_a,quali_time_b,p1_lowzone,p2_lowzone,p3_lowzone,p4_lowzone,boulder_score,boulder_rank,lead_score,lead_rank,comp_date,comp_location,comp_discipline,comp_gender,comp_round,processed_at,scoring_era
Li Richard,USA,13.0,5.94,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,8.407,5.942,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Carmanns Leander,GER,14.0,6.060,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,6.06,6.477,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Knapp Lukas,AUT,15.0,6.068,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,7.572,6.068,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Goodacre Joe,USA,16.0,6.07,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,6.216,6.071,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Cingari Alessandro,ITA,17.0,6.08,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,6.089,6.791,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Finn-Henry Michael,CAN,18.0,6.15,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,8.584,6.156,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
KITAMI Munekazu,JPN,19.0,6.22,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,DNF,6.225,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Murat Alisher,KAZ,20.0,6.23,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,9.465,6.234,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Fall Matthew,GBR,21.0,6.26,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,7.134,6.267,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Bader Linus,GER,22.0,6.27,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,6.277,6.388,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Przytula Hubert,POL,23.0,6.298,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,6.418,6.298,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Takeda Hajime,JPN,24.0,6.299,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,6.299,DNF,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Rontini Marco,ITA,25.0,6.32,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,6.325,DNF,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Chan Cheung-chi Shoji,HKG,26.0,6.50,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,6.502,9.985,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
WU PENG,CHN,27.0,6.64,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,6.642,8.858,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Bruyns Joshua,RSA,28.0,6.73,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,6.854,6.737,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Goodall Andrew,GBR,29.0,6.75,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,6.753,6.994,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
AU Chi-fung,HKG,30.0,6.76,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,DNF,6.767,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Fossali Ludovico,ITA,31.0,6.81,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,6.819,7.029,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
MITA Ayumu,JPN,32.0,7.82,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,7.998,7.826,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
FUJINO Shuto,JPN,33.0,8.16,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,DNF,8.169,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Maimuratov Amir,KAZ,34.0,8.33,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,DNF,8.338,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Stokes Rafe,GBR,35.0,8.41,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,8.419,10.012,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Boulos Alessandro,ITA,36.0,9.27,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,9.275,DNF,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Boldyrev Danyil,UKR,37.0,FALSE START,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,DNS,DNS,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
CAO LONG,CHN,37.0,FALSE START,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,5.403,DNS,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Dzienski Marcin,POL,37.0,FALSE START,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,DNS,DNS,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Hammer Zach,USA,37.0,FALSE START,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,DNS,DNS,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
ZHANG LIANG,CHN,37.0,FALSE START,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,2022-09-09,/api/v1/events/1288/result/2,2022-09-09_Edinburgh_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-09-09_Edinburgh_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/7551/results,,,,,,,,,,,,,,,,,,,,,,,DNS,DNF,,,,,,,,,2022-09-09,Edinburgh,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
KATIBIN KIROMAL,INA,1.0,5.17 (WR) (AsR),"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,5.178,5.301,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
LEONARDO VEDDRIQ,INA,2.0,5.41,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,5.615,5.413,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
ADI MULYONO RAHMAD,INA,3.0,5.48,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,5.711,5.48,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Alipour Shenazandifard Reza,IRI,4.0,5.49,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,5.514,5.498,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
ASPAR ASPAR,INA,5.0,5.70,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,5.7,5.772,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
ARIPIN ZAENAL,INA,6.0,5.74,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,5.744,5.82,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
LEE SEUNG BEOM,KOR,7.0,5.76,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,5.773,5.767,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Noya Cardona Erik,ESP,8.0,5.78,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,5.78,5.895,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Moro Guillaume,FRA,9.0,5.79,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,5.792,6.291,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
MUHAMMAD FAJRI ALFIAN,INA,10.0,5.80,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,6.192,5.8,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
JUNG YONGJUN,KOR,11.0,5.85,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,5.853,7.251,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Fossali Ludovico,ITA,12.0,5.887,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,5.887,6.953,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Plangger Tobias,AUT,13.0,5.889,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,5.889,7.907,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
NURSAMSA RAHARJATI,INA,14.0,5.93,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,5.939,7.541,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Rebreyend Pierre,FRA,15.0,5.94,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,5.944,6.081,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Watson Samuel,USA,16.0,5.97,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,6.177,5.974,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Carmanns Leander,GER,17.0,6.01,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,7.964,6.017,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Goodacre Joe,USA,18.0,6.12,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",1235,2022,Seoul,Speed,Men,2022-05-06,/api/v1/events/1235/result/2,2022-05-06_Seoul_Speed_Men_Qualification.csv,2022,API_Results_Expanded/2022/2022-05-06_Seoul_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/6850/results,,,,,,,,,,,,,,,,,,,,,,,6.26,6.12,,,,,,,,,2022-05-06,Seoul,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
