name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo
Kazbekova Ievgeniia,1622.996152702449,45,2.73,6.86,13.44,1501.59,1636.12
ITO Futaba,1622.1080633097426,26,4.7,8.29,9.69,1491.28,1622.39
Avezou Cecile,1621.7230513791212,63,1.93,7.4,11.51,1498.39,1621.72
Thévenet Marine,1621.5493091086403,30,4.05,7.3,10.57,1504.61,1621.55
BERTONE Oriane,1620.953147741261,16,7.56,5.48,6.44,1497.7,1620.95
Kerem Ayala,1620.4879820309188,24,5.02,8.42,10.67,1509.77,1620.49
GARNBRET Janja,1619.898541551638,9,13.32,2.44,1.56,1516.63,1619.9
LUO ZHILU,1617.3037895320488,20,5.87,6.9,12.25,1503.9,1618.86
Bibik Olga,1617.0662965933893,48,2.44,7.53,10.19,1504.11,1622.46
Onoe Aya,1615.0226696816862,65,1.77,7.82,11.57,1507.49,1635.14
Balakireva Alexandra,1614.3501761733405,43,2.66,8.34,12.3,1492.44,1622.9
Iakovleva Olga,1610.9637737958376,24,4.62,6.77,10.42,1508.03,1614.27
Schwaiger Berit,1607.8656136013765,55,1.96,7.32,11.58,1504.82,1626.68
Kruder Julija,1607.0190510154189,50,2.14,6.48,16.56,1498.47,1620.77
Payne Angela,1606.4131639593666,27,3.94,8.4,10.07,1504.74,1615.15
Kotake Mei,1605.7476648509742,42,2.52,8.48,12.88,1501.63,1605.75
Matsufuji Anon,1602.3048761740388,19,5.38,9.53,14.05,1491.12,1602.3
Condie Kyra,1602.0916214338697,48,2.13,7.56,14.79,1506.92,1630.31
Bestvater Alma,1601.045949273015,43,2.35,5.36,14.63,1503.98,1601.05
Mori Ai,1599.7142870050147,16,6.23,8.47,9.38,1505.59,1613.31
Vidmar Katja,1599.5816833817,36,2.77,7.56,11.67,1503.26,1599.58
Nakamura Mao,1598.7950219581285,30,3.29,8.2,11.1,1506.2,1598.8
Rakovec Lucka,1597.228488049331,23,4.23,7.38,12.13,1511.1,1613.97
Avezou Zélia,1591.8706133829025,13,7.07,6.96,15.15,1494.06,1591.87
NONAKA Miho,1590.1498102952626,12,7.51,10.34,3.08,1497.62,1590.15
Ansade Maud,1589.9981357890917,50,1.8,6.97,11.54,1508.47,1603.37
Krampl Mia,1588.0589753027896,26,3.39,8.72,15.12,1504.77,1605.12
Yip Alannah,1584.6964495199225,58,1.46,6.82,17.1,1498.07,1622.72
SEO Chaehyun,1582.603695596578,19,4.35,8.23,15.79,1503.96,1598.74
Lavarda Jenny,1582.505967974226,59,1.4,7.35,12.8,1492.14,1592.09
Durif Charlotte,1582.331512583492,16,5.15,8.08,10.81,1499.38,1583.81
Sterrer Franziska,1581.546704732329,46,1.77,8.1,15.93,1493.7,1581.55
Cohaut Flavy,1581.23212791124,24,3.38,7.66,17.25,1499.08,1581.23
RABOUTOU Brooke,1580.410396538451,9,8.93,4.3,4.11,1503.98,1580.41
MEIGNAN Naïlé,1579.9284610787388,8,9.99,3.63,5.0,1515.94,1579.93
Shemulinkina  Tatiana,1578.0611928959354,33,2.37,6.1,13.18,1507.23,1592.76
Crane Leah,1576.669076946577,49,1.56,6.48,12.73,1494.08,1608.34
Lukan Vita,1575.995171783317,21,3.62,7.17,16.0,1504.51,1576.0
Stotz Rebekka,1574.0488964230622,23,3.22,5.7,14.22,1500.57,1574.05
Levet Sandrine,1572.230187533538,9,8.03,7.45,5.11,1515.67,1572.23
Fakhritdinova Dinara,1570.1830375924108,17,4.13,7.28,12.88,1500.69,1570.18
Chanourdie Julia,1569.630605758999,22,3.17,9.35,13.27,1494.0,1569.63
Färber Johanna,1569.311598074349,49,1.41,8.53,17.59,1496.17,1581.89
Lettner Sandra,1566.1449156073547,22,3.01,7.32,22.55,1493.97,1583.29
SEKIKAWA Melody,1564.0608826997366,18,3.56,7.56,14.44,1509.81,1568.58
Leslie-Wujastyk Mina,1562.2961685211487,40,1.56,7.05,14.02,1483.23,1572.1
Debevec Katja,1561.683690595434,22,2.8,6.4,21.32,1494.07,1563.95
AVEZOU Zélia,1559.4224808128993,6,9.9,8.77,4.0,1492.32,1559.42
Kaiser Clementine,1559.1744364952592,31,1.91,9.0,13.48,1491.62,1561.2
Tesio Giorgia,1558.5666111060739,23,2.55,6.97,20.17,1507.95,1570.21
Sinnhuber Karoline,1558.0747312426415,30,1.94,7.33,15.9,1476.27,1561.86
ELHADJ MIMOUNE Selma,1557.0157799335827,16,3.56,10.39,14.69,1506.36,1557.02
Ernst Johanna,1557.0138443608055,11,5.18,5.91,9.64,1497.74,1557.01
Hayes Margo,1554.9452774671868,25,2.2,7.4,14.04,1511.25,1565.87
Bacher Sabine,1554.617129860098,59,0.93,7.3,14.61,1484.96,1554.62
MACKENZIE Oceania,1554.5382734500479,5,10.91,4.77,4.0,1505.08,1554.54
Lind Angelica,1553.678801393466,40,1.34,8.8,11.5,1503.06,1566.75
Rekabi Elnaz,1553.343931395867,25,2.13,8.09,18.36,1488.37,1565.63
Shiraishi Ashima,1553.0836040124464,9,5.9,4.78,14.44,1506.31,1553.08
AOYAGI Mia,1552.6123131041868,17,3.09,8.43,18.06,1498.16,1552.61
Meshkova Viktoriia,1552.3407718485025,12,4.36,5.71,16.5,1515.03,1552.34
BUCKLEY Jennifer Eucharia,1551.8169630702007,5,10.36,4.77,5.6,1511.35,1551.82
Dufraisse Alizée,1551.5506955788899,23,2.24,8.81,12.35,1484.85,1551.55
Zhang YueTong,1550.9088603915425,11,4.63,7.28,14.09,1492.85,1555.5
Posch Katharina,1550.6983855454323,21,2.41,7.26,13.67,1489.46,1556.54
Rogora Laura,1550.6250039177378,27,1.88,7.89,22.0,1506.14,1550.63
Eyer Alexandra,1550.0406869717133,27,1.85,8.98,13.0,1501.86,1577.55
Blair-Coyle Sierra,1549.7774694281122,41,1.21,6.61,15.54,1501.58,1555.84
Yokoyama Sofya,1548.8225538622896,34,1.44,6.34,23.71,1499.75,1558.93
Coscoy Cloe,1548.7676975721747,17,2.87,7.37,21.29,1497.89,1548.77
Repusic Urska,1547.6333507511827,14,3.4,7.79,16.29,1498.91,1551.55
Kümin Andrea,1546.6789769346697,35,1.33,7.31,19.49,1484.16,1561.98
NAKAMURA Mao,1545.7567146275135,12,3.81,8.37,9.25,1506.91,1545.76
Phillips Emily,1545.7227152489902,16,2.86,9.43,17.31,1494.29,1545.72
Dörffel Lucia,1545.1961254402652,18,2.51,8.63,21.94,1488.1,1550.02
DiGiulian Sasha,1545.1154339543957,5,9.02,7.77,5.4,1512.19,1549.83
Kikuchi Saki,1544.9967161059653,12,3.75,8.15,18.08,1489.52,1545.0
MATSUFUJI Anon,1544.6594647955649,8,5.58,6.81,15.38,1497.43,1544.68
MCNEICE Erin,1543.727073537709,5,8.75,5.5,5.8,1516.21,1543.73
Kura Nanako,1543.6694349760278,31,1.41,8.32,17.9,1503.74,1551.79
Cullen Kylie,1543.6099813056308,23,1.9,7.28,23.87,1502.59,1551.91
DEBEVEC Katja,1543.5204941261009,11,3.96,8.28,11.27,1512.81,1552.92
Wienand Roxana,1542.9842916096989,18,2.39,5.91,25.5,1506.71,1542.98
Mcneice Erin,1542.9198757114905,9,4.77,8.27,19.44,1503.02,1549.41
Fischer Madison,1542.8495482325216,19,2.26,7.62,24.79,1493.23,1542.85
SEO CHAEHYUN,1542.6573892879435,9,4.74,9.4,8.89,1501.75,1542.66
Kiesgen Lilli,1542.343955221525,27,1.57,6.49,16.04,1507.0,1553.49
Kobayashi Yuka,1541.3604913664626,19,2.18,7.05,14.32,1488.43,1541.36
Hensley Tiffany,1539.565837690615,9,4.4,6.59,13.0,1504.73,1548.2
Midtboe Hannah,1536.819275071527,31,1.19,7.28,14.29,1500.89,1548.28
Lee Hung Ying,1536.1577580893054,44,0.82,7.62,21.86,1489.85,1573.98
APEL Anna Maria,1535.7007655303198,4,8.93,5.27,7.0,1515.95,1535.7
Krasovskaia Elena,1535.1897193957814,21,1.68,8.02,17.1,1497.07,1545.49
Slaney Hannah,1535.0792834898434,10,3.51,6.63,24.4,1494.3,1535.08
Eiter Angela,1534.85419175205,4,8.71,6.38,5.75,1514.22,1534.85
PILZ Jessica,1534.1359343178517,10,3.41,9.4,9.8,1491.19,1540.73
Hönig Afra,1533.6347201769083,41,0.82,8.77,21.1,1465.81,1535.69
Johansen Therese,1531.5888365968638,6,5.26,4.83,10.0,1506.95,1531.59
GEJO Stasa,1531.1397051737151,7,4.45,7.43,8.86,1503.12,1531.86
Bacher Barbara,1530.6176840238118,41,0.75,6.73,14.85,1500.57,1537.13
Berry Samantha,1530.4709778382112,19,1.6,9.06,11.68,1513.63,1540.49
CALLIET Agathe,1530.3319928440906,7,4.33,10.07,9.14,1509.01,1530.33
HÖNIG Afra,1529.366724092299,9,3.26,6.56,16.0,1498.94,1530.24
KEREM Ayala,1529.2973337933045,10,2.93,11.32,13.8,1481.37,1533.48
Douady Luce,1529.181143041407,5,5.84,12.83,7.8,1497.7,1529.18
Johannesen Therese,1528.5994854532937,16,1.79,8.8,12.88,1484.29,1530.33
GIBERT Fanny,1527.7402673645543,9,3.08,9.02,13.78,1510.67,1531.09
Rajfova Silvie,1527.7396153459808,47,0.59,8.88,13.6,1495.91,1567.86
Shiran Noa,1526.8477211275037,8,3.36,6.43,34.25,1491.95,1526.85
Buršíková Martina,1525.9788724363002,4,6.49,6.19,14.25,1512.47,1525.98
SA SOL,1525.3680001398068,5,5.07,6.08,15.6,1505.34,1528.05
Bezhko Olga,1525.2358198661268,10,2.52,8.53,11.7,1493.97,1528.1
Andre Charlotte,1525.1859415351569,7,3.6,5.53,16.86,1493.59,1525.19
Tuzhylina Svitlana,1525.094296667666,5,5.02,13.34,5.6,1484.84,1527.29
Lapshina Evgeniya,1524.9132531334978,7,3.56,7.49,18.43,1502.56,1529.41
Agrapart Maëlys,1524.349978723036,12,2.03,5.41,18.25,1494.87,1530.68
Seo Chaehyun,1523.4554289824623,5,4.69,7.34,15.6,1501.59,1526.58
Richardson Madison,1522.9424974296674,4,5.74,8.99,12.75,1513.62,1529.69
Tajima Aika,1522.1912505148189,5,4.44,4.05,13.4,1502.82,1522.19
Zijlstra Vera,1522.0457495366077,109,0.2,6.27,18.1,1451.75,1544.42
Hily Manon,1521.465417854571,16,1.34,6.78,19.44,1501.25,1529.8
Ogawa Tomoko,1521.2943165329482,2,10.65,4.61,8.0,1507.39,1521.29
TESIO Giorgia,1521.2708541324823,9,2.36,6.46,17.89,1501.38,1529.02
kajima Tomoko,1520.774611629576,10,2.08,6.83,12.8,1506.85,1520.77
Hirano Natsumi,1520.441366822005,4,5.11,0.86,18.5,1505.89,1520.44
Holfeld Johanna,1519.6932030269488,11,1.79,7.02,17.55,1494.81,1528.46
Riddle Dana,1519.2224591120203,3,6.41,7.48,12.0,1498.35,1519.22
Meignan Naile,1518.8746436816448,5,3.77,7.37,16.0,1503.32,1526.58
Asher Elizabeth,1518.1706413485022,14,1.3,6.46,14.93,1501.44,1528.14
Vidmar Maja,1517.7484164330017,8,2.22,9.69,13.12,1493.99,1522.86
Slemensek Tjasa,1517.3214382420697,10,1.73,7.95,17.8,1498.24,1524.09
Kuzmenko Irina,1517.0751359395679,9,1.9,5.88,26.0,1494.77,1518.08
MORI Ai,1516.424859101098,4,4.11,8.68,13.25,1504.22,1516.42
Calliet Agathe,1515.5304952761653,4,3.88,6.98,32.25,1506.14,1522.03
Hodann Anja,1514.700515976425,18,0.82,7.4,15.11,1470.71,1514.7
NAKAGAWA Ryu,1514.5802395032126,15,0.97,9.12,26.53,1494.56,1533.42
Panteleeva Iuliia,1514.2534454131196,15,0.95,7.85,19.87,1484.7,1518.58
Madere Maya,1514.2192704816448,15,0.95,6.1,26.8,1492.36,1514.44
Kopf Sienna,1513.892242633862,10,1.39,4.71,22.2,1496.27,1513.89
Copar Sara,1513.1732925763345,4,3.29,4.44,34.75,1502.12,1513.17
MORONI Camilla,1513.1050682274315,5,2.62,9.56,13.6,1508.96,1519.28
FÄRBER Johanna,1512.64753062441,6,2.11,12.01,17.33,1484.71,1515.1
CONDIE Kyra,1512.6359384430284,3,4.21,6.84,16.0,1496.93,1512.64
Janicot Hélène,1512.2668056817863,8,1.53,9.19,21.38,1500.27,1517.52
Carpenter Thirza,1511.3343187310904,6,1.89,7.88,13.33,1491.58,1512.2
Sakamoto  Ayari,1511.3053094435436,8,1.41,8.46,16.5,1489.41,1519.55
TARKUS Lucija,1510.734419204791,3,3.58,5.33,25.0,1508.55,1512.79
KLINGLER Petra,1510.688233201181,4,2.67,4.16,18.0,1500.27,1510.69
Pérez Duato Rebeca,1510.5256196533974,4,2.63,6.13,37.5,1498.27,1510.53
Zaikina Anna,1510.4979753899495,7,1.5,6.04,30.43,1495.71,1510.5
Hoarau Anne,1510.441868610673,5,2.09,9.83,6.8,1487.67,1510.44
BESTVATER Alma,1510.266739967719,9,1.14,6.54,18.67,1504.26,1515.19
KUME Nonoha,1509.7774812783432,3,3.26,6.65,28.33,1501.15,1511.86
Pinggera Julia,1509.5071045741304,22,0.43,8.14,17.55,1481.7,1522.57
Abgrall Emilie,1509.173529951757,10,0.92,5.8,16.3,1506.67,1523.8
Tarkus Lucija,1508.9951386358237,7,1.29,7.32,23.14,1504.81,1520.44
KURA Nanako,1508.9259435044032,2,4.46,3.31,13.5,1506.8,1508.93
Jenerik Cicada,1508.7127421898128,3,2.9,3.1,17.33,1500.08,1508.71
SUGAWARA Aya,1508.6273313315596,1,8.63,,12.0,1508.63,1508.63
Winter Julia,1508.5322788393664,3,2.84,7.8,16.0,1506.22,1510.9
Kups Ida,1508.4809546845822,5,1.7,3.96,20.6,1497.86,1508.48
Graftiaux Alix,1507.391404569474,1,7.39,,11.0,1507.39,1507.39
Morin Clothilde,1507.3493602467968,3,2.45,0.93,30.67,1501.38,1507.35
Margolina Anna,1507.1305640977048,6,1.19,3.49,23.5,1499.34,1507.13
LECHNER Anna,1507.0246506565754,1,7.02,,25.0,1507.02,1507.02
Martin Meagan,1506.9690010694035,20,0.35,6.34,19.6,1482.18,1513.72
Emeleva Luiza,1506.9279703911818,3,2.31,3.49,22.33,1506.18,1506.93
KLEM Lisa,1506.5110209051802,2,3.26,2.9,29.0,1505.31,1506.51
Stöckler Laura,1506.450770320105,5,1.29,7.39,20.0,1502.42,1512.95
Michalkova Vanda,1506.442767060111,7,0.92,7.9,26.86,1485.46,1506.44
Okawachi Serika,1506.4171424188871,1,6.42,,27.0,1506.42,1506.42
SA Sol,1506.292905725136,6,1.05,3.57,38.67,1500.99,1510.69
Caprez Nina,1505.8382327691234,10,0.58,7.19,17.8,1492.0,1510.02
Carroll Chauncey,1505.6953783730958,1,5.7,,12.0,1505.7,1505.7
LUO Zhilu,1505.3229779052467,2,2.66,6.07,14.5,1505.32,1506.95
KOBETS Anastasiia,1505.3029640583372,1,5.3,,29.0,1505.3,1505.3
Rude Chelsea,1505.2310163148682,4,1.31,6.02,15.5,1499.41,1507.03
Metcalf Francesca,1505.163350410244,12,0.43,8.18,16.67,1502.61,1520.02
Okawachi serika,1504.9924434130642,6,0.83,11.18,14.0,1484.64,1511.59
Pötzi Mattea,1504.8412099749519,6,0.81,9.46,30.33,1481.22,1504.84
Claassen Paige,1504.5272558516892,2,2.26,9.6,11.0,1504.53,1509.05
MEDICI Giulia,1504.4973267194252,4,1.12,8.0,21.5,1502.8,1510.83
ZHANG Yuetong,1504.4792620628837,3,1.49,11.43,22.33,1499.34,1513.19
Huang Li-Ping,1504.4621867131711,1,4.46,,14.0,1504.46,1504.46
Holzmann Patricia,1504.4608636370263,3,1.49,6.66,16.67,1498.31,1504.46
COHAUT Flavy,1504.4170786091097,3,1.47,6.57,30.33,1502.46,1507.78
Martin Sancho Berta,1504.388338929892,1,4.39,,13.0,1504.39,1504.39
Perlova Nataliya,1504.3213574916394,5,0.86,10.63,11.6,1494.22,1509.88
Vollenwyder Anna,1504.3185009288406,11,0.39,4.82,15.73,1502.4,1515.91
Schubert Hannah,1504.26659387655,3,1.42,7.84,25.33,1494.89,1504.27
KIM Jain,1504.2648457597115,7,0.61,6.11,41.0,1497.0,1508.06
Teilmann Aalund Primula,1504.2361230278732,1,4.24,,24.0,1504.24,1504.24
YOKOYAMA Sofya,1504.058492477869,7,0.58,9.88,17.71,1499.86,1519.17
Guillen Francis,1503.9973033410952,1,4.0,,22.0,1504.0,1504.0
Tanii Natsuki,1503.9238905182833,4,0.98,12.77,13.5,1502.06,1514.95
Aschauer Bettina,1503.884394746633,1,3.88,,18.0,1503.88,1503.88
HIRANO Natsumi,1503.8718797937088,2,1.94,7.19,31.0,1503.87,1507.02
Clark Adriene Akiko,1503.7188760657882,4,0.93,9.4,23.5,1499.26,1511.99
Kiersch Michaela,1503.6208210202076,4,0.91,6.84,18.0,1500.08,1511.84
Froese Flora,1503.3979647232109,2,1.7,5.02,23.5,1503.4,1505.25
CHO Gayeon,1503.3605722182147,1,3.36,,23.0,1503.36,1503.36
van der Wel Elisa,1503.351869978842,2,1.68,2.7,23.0,1499.77,1503.35
Garden Charlotte,1503.2102792962514,1,3.21,,17.0,1503.21,1503.21
Adolph Isabell,1502.7577327621589,1,2.76,,22.0,1502.76,1502.76
STERRER Franziska,1502.633796250722,9,0.29,10.17,18.44,1491.29,1516.38
Barrett Silvia,1502.5431057299863,1,2.54,,27.0,1502.54,1502.54
SMETANOVA Michaela,1502.5151215760322,1,2.52,,27.0,1502.52,1502.52
Furukawa Hinako,1502.4468899486453,1,2.45,,13.0,1502.45,1502.45
MACIÀ MARTÍN Geila,1502.4274017387277,1,2.43,,37.0,1502.43,1502.43
MARTÍNEZ ALMENDROS Iziar,1502.426055688397,1,2.43,,37.0,1502.43,1502.43
Lamb Katherine,1502.3865905238174,1,2.39,,20.0,1502.39,1502.39
Klemm Victoria,1502.0648687757348,2,1.03,3.28,16.5,1502.06,1503.35
DREAMER Maya,1502.0298889550925,4,0.51,4.24,27.5,1499.34,1506.13
Koller Anne-Sophie,1501.9173911549638,15,0.13,6.43,22.33,1485.84,1506.4
Ponzo Elsa,1501.8936155103117,4,0.47,6.52,19.25,1492.47,1502.29
YIP Alannah,1501.7473197832585,1,1.75,,26.0,1501.75,1501.75
TOOTHILL Holly,1501.5902975746924,5,0.32,10.38,17.8,1487.69,1507.56
COSCOY Cloe,1501.5774555200226,2,0.79,10.14,15.0,1501.58,1507.96
NOGUCHI Akiyo,1501.5676652259917,2,0.78,18.09,11.5,1501.57,1513.58
Costanza Melina,1501.5275901965585,3,0.51,8.47,35.0,1499.78,1509.1
ØVRE-EIDE Sunniva,1501.4638874356706,1,1.46,,39.0,1501.46,1501.46
CAULIER Chloe,1501.4291601996936,5,0.29,4.48,27.0,1495.53,1503.59
Wolf Helene,1501.3965337463694,1,1.4,,22.0,1501.4,1501.4
Nishikori Misato,1501.2217708723058,1,1.22,,14.0,1501.22,1501.22
Berthier Nolwen,1501.1281073996277,3,0.38,5.48,18.33,1500.82,1505.89
KAZBEKOVA Ievgeniia,1501.021330036179,1,1.02,,27.0,1501.02,1501.02
MASON Quinn,1501.0209026346477,1,1.02,,27.0,1501.02,1501.02
Ziffer Emily,1500.925444789352,1,0.93,,27.0,1500.93,1500.93
Savchenko Ganna,1500.8346737938596,1,0.83,,20.0,1500.83,1500.83
Alekseeva Kseniia,1500.8060953353367,10,0.08,6.27,19.9,1485.92,1507.69
KUZUU Mashiro,1500.6972074004323,2,0.35,18.39,16.0,1500.7,1513.35
Novitskaia Ekaterina,1500.6352610244335,1,0.64,,27.0,1500.64,1500.64
RICHARDSON Madison,1500.630840365286,4,0.16,7.41,24.25,1500.63,1510.95
Miroslaw Karina,1500.5798858490737,1,0.58,,19.0,1500.58,1500.58
Buhrfeind Claire,1500.4457750710376,12,0.04,7.75,18.83,1500.45,1524.33
KÜMIN Andrea,1500.348366215482,4,0.09,7.85,27.5,1493.35,1504.63
Bärtschi Natalie,1500.3396851782838,31,0.01,6.75,25.45,1469.09,1508.18
Rodriguez Maria Fernanda De Je,1500.2460438279886,1,0.25,,24.0,1500.25,1500.25
PIAZZALUNGA Mailys,1500.2392872846185,2,0.12,1.16,25.5,1500.24,1500.94
GARLICK Lucy,1500.1793160793688,4,0.04,6.23,27.5,1497.47,1504.08
SHIRAN Noa,1500.1157510960436,1,0.12,,43.0,1500.12,1500.12
Soga Ayano,1500.1028733431003,1,0.1,,15.0,1500.1,1500.1
ROY Babette,1499.9985909530346,2,-0.0,8.45,30.0,1494.02,1500.0
Papetti Federica,1499.8900360064436,1,-0.11,,41.0,1499.89,1499.89
Hulliger Michelle,1499.769465441052,1,-0.23,,27.0,1499.77,1499.77
Hayes Tara,1499.7613844028267,13,-0.02,6.53,27.31,1477.09,1503.38
SAUREL Lucile,1499.7454394313472,1,-0.25,,29.0,1499.75,1499.75
Lee Eugenie,1499.672112792974,1,-0.33,,45.0,1499.67,1499.67
Flockhart Louise,1499.559631934922,1,-0.44,,51.0,1499.56,1499.56
Garlick Lucy,1499.5594090812078,1,-0.44,,51.0,1499.56,1499.56
JUNG Yejin,1499.547342842281,3,-0.15,4.46,35.67,1494.74,1499.55
Lerondel Saula,1499.5295257338535,1,-0.47,,37.0,1499.53,1499.53
Titova Natalia,1499.528298449877,2,-0.24,3.74,23.5,1499.53,1502.41
Lynch Megan,1499.5104201654765,1,-0.49,,17.0,1499.51,1499.51
CRUZ MONTALBAN Esther,1499.24053237225,2,-0.38,16.86,12.0,1499.24,1511.54
Lim Wei Sze Felicia,1499.205035325499,1,-0.79,,25.0,1499.21,1499.21
Ulzhabayeva Tamara,1499.1916507449334,1,-0.81,,43.0,1499.19,1499.19
Hawkins Miura,1499.0703690324342,4,-0.23,2.53,18.25,1499.07,1503.41
Troepolskaya Yulia,1499.0532572452291,1,-0.95,,23.0,1499.05,1499.05
CULLEN Kylie,1499.0375057420113,6,-0.16,7.85,15.5,1499.04,1507.39
Shin Woon-Seon,1499.0061866439762,1,-0.99,,21.0,1499.01,1499.01
Röck Magdalena,1499.0032531080549,1,-1.0,,20.0,1499.0,1499.0
WIENAND Roxana,1498.9900506141203,2,-0.5,5.52,27.5,1495.59,1498.99
Hammelmüller Eva Maria,1498.895826082958,3,-0.37,4.03,43.67,1496.52,1501.51
CLARK Adriene,1498.6933586453974,1,-1.31,,31.0,1498.69,1498.69
Perkins Victoria,1498.59771117927,1,-1.4,,18.0,1498.6,1498.6
Tiripa Ana,1498.5533870452969,2,-0.72,14.11,13.5,1498.55,1509.26
Rands Lisa,1498.5328875995333,6,-0.24,9.68,15.33,1496.12,1509.98
Son Mélanie,1498.5305194589102,7,-0.21,7.35,18.29,1492.6,1508.44
Van Hoang Analise,1498.5102786089885,1,-1.49,,33.0,1498.51,1498.51
Toothill Holly,1498.4520876660533,15,-0.1,7.6,33.73,1476.05,1518.52
McNair Sydney,1498.3958146293273,1,-1.6,,21.0,1498.4,1498.4
Almqvist Minna,1498.3565368286022,1,-1.64,,23.0,1498.36,1498.36
DELCOIGNE Lucie,1498.3233273542355,1,-1.68,,55.0,1498.32,1498.32
Eshghi Solmaz,1498.2980086562943,1,-1.7,,26.0,1498.3,1498.3
Egli Liv,1498.2746400546405,3,-0.58,4.12,43.67,1496.8,1502.12
Verdier Emilie,1498.2730963094934,12,-0.14,8.96,17.25,1498.27,1515.4
Daziano Irina,1498.257586651349,3,-0.58,1.97,45.67,1496.56,1498.27
Wójcik Barbara,1498.2038598893105,1,-1.8,,55.0,1498.2,1498.2
Faure Jessica,1498.1968833790854,1,-1.8,,29.0,1498.2,1498.2
Sigrist Manuela,1498.184632890559,1,-1.82,,16.0,1498.18,1498.18
van Essen Sabina,1498.1481359389825,2,-0.93,7.19,47.0,1498.15,1504.16
ROGORA Laura,1498.1376645463972,5,-0.37,8.07,22.8,1494.06,1509.53
Russell Shannon,1498.1350622965208,2,-0.93,5.82,18.0,1498.14,1503.18
Faille Camille,1498.0911050809693,12,-0.16,6.82,19.42,1482.84,1502.05
Canavan Lily,1498.064141833198,4,-0.48,8.28,18.5,1498.06,1511.96
Nilwik Rachel,1498.0271254522363,3,-0.66,9.24,17.67,1497.58,1507.98
