name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo
Delgado Gabriel,1488.2942611987426,1,-11.71,,53.0,1488.29,1488.29
Duran Daniel,1488.2864515565243,1,-11.71,,53.0,1488.29,1488.29
Enkhjargal  Davaakhuu,1488.278636707942,1,-11.72,,53.0,1488.28,1488.28
Farrell Thomas,1488.2708166495331,1,-11.73,,53.0,1488.27,1488.27
Furciniti Brian,1488.2629913778321,1,-11.74,,53.0,1488.26,1488.26
Krastev Ivaylo,1488.2406483803575,1,-11.76,,53.0,1488.24,1488.24
Lachat Cédric,1488.232802996861,1,-11.77,,53.0,1488.23,1488.23
March Casañas  Pau,1488.224952383228,1,-11.78,,53.0,1488.22,1488.22
Radkov Ivaylo,1488.2097387840652,1,-11.79,,53.0,1488.21,1488.21
Urazaleev Djamshid,1488.2018727946868,1,-11.8,,53.0,1488.2,1488.2
Urbina Jonathan,1488.1940015614666,1,-11.81,,53.0,1488.19,1488.19
Van der Werf Roman,1488.186125080917,1,-11.81,,53.0,1488.19,1488.19
Zelaya Diaz Roberto Antonio,1488.1782433495478,1,-11.82,,53.0,1488.18,1488.18
Prizavoits Janis,1487.9208323667563,1,-12.08,,41.0,1487.92,1487.92
Coretti Manuel,1487.1489525609468,1,-12.85,,20.0,1487.15,1487.15
Lis Jurgen,1487.1323034792786,1,-12.87,,19.0,1487.13,1487.13
Dupin Thomas,1486.5748483851019,1,-13.43,,38.0,1486.57,1486.57
Sabitov Eduard,1486.440467023645,1,-13.56,,43.0,1486.44,1486.44
Donets Sergey,1486.3916087890861,3,-4.54,1.32,27.33,1486.39,1496.97
Cai LuYuan,1486.0749818845782,3,-9.49,5.19,20.0,1471.52,1490.26
Svub Ondrej,1485.8747559336398,2,-7.06,8.27,34.5,1485.87,1498.78
Molchanov Alexey,1485.8483943295603,1,-14.15,,11.0,1485.85,1485.85
Shirokov Evgeniy,1485.3188820740793,1,-14.68,,44.0,1485.32,1485.32
Svub Matej,1485.2660701322784,2,-7.37,9.35,34.5,1485.27,1499.25
Lopez Mateos Eric,1485.159872563355,3,-4.95,7.88,31.33,1485.16,1498.56
Stadlober Paul,1485.041740918817,1,-14.96,,26.0,1485.04,1485.04
Jubes Angarita Marco Antonio,1483.6139477955323,4,-4.1,10.61,23.25,1483.61,1505.0
Abrossimov Dmitriy,1482.8293700252252,2,-8.59,5.69,35.5,1482.83,1495.44
Verhoeven Jorg,1482.511251245008,2,-8.74,6.93,32.0,1482.51,1486.35
Diaz Luis,1477.3867291458073,2,-11.31,2.98,32.5,1477.39,1486.59
Jaggi Martin,1476.9661472358791,2,-11.52,0.46,35.0,1476.97,1488.16
Schmidl Matthias,1473.4763850036188,4,-6.63,4.93,22.5,1473.48,1490.15
Mrázek Tomás,1473.475098355865,2,-13.26,3.11,36.0,1473.48,1484.54
Kalina Alexander,1473.1237576472865,3,-8.96,6.01,32.0,1473.12,1486.55
Kaurov Ivan,1472.6059470933926,7,-3.91,4.43,19.14,1472.61,1504.07
Giupponi Luca,1472.007415132428,2,-14.0,0.58,21.5,1472.01,1485.6
Portsev Aleksei,1468.9327708895044,6,-7.22,4.89,14.5,1456.67,1493.32
Sirotti Michel,1468.575937415568,7,-5.59,5.72,20.29,1460.88,1488.7
Januel Nicolas,1465.6335132516224,7,-4.91,9.52,18.57,1465.63,1512.01
PAN JinYu,1462.321726693028,6,-6.28,3.54,16.5,1462.32,1491.76
Hejl Jakub,1461.041779945143,3,-12.99,2.85,25.33,1461.04,1485.86
Amann Mark,1457.4135650675257,9,-4.73,5.14,16.89,1456.94,1504.0
Juhasz Gyula,1449.5409912052394,4,-12.61,3.03,31.25,1449.54,1484.04
Svacha Jiri,1446.3618572606927,5,-10.73,4.61,20.8,1446.36,1494.86
Boulbahaiem Salah,1434.780198486188,7,-9.32,3.48,29.71,1434.78,1487.63
