name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo
Rukin Sergei,1619.1148969244896,17,6.83,8.93,10.18,1500.96,1619.11
Brosler John,1613.4342074903716,50,2.06,9.4,18.44,1486.07,1619.73
Granja Carlos,1608.4745188003965,25,4.34,3.73,21.36,1507.79,1608.47
WANG XINSHANG,1606.7296892766328,17,7.02,8.6,9.41,1515.88,1619.28
Muhammad Alfian,1605.845672439837,10,10.58,2.72,11.9,1509.12,1605.85
MAIMURATOV Amir,1605.6482698112195,15,7.29,6.07,6.53,1500.65,1609.36
Noya Cardona Erik,1604.7511094324486,31,3.72,9.32,14.68,1508.18,1628.25
Shevchenko Arsenii,1602.1388263976542,61,1.75,5.95,9.74,1498.4,1612.29
Novikov Ivan,1601.50735407922,21,4.23,9.44,8.29,1514.97,1601.51
Pavlenko Kostiantyn,1600.394338628228,52,1.93,7.69,16.87,1493.82,1666.57
Sinitcyn Sergei,1599.8896932509826,68,1.33,8.24,7.13,1516.0,1703.4
Li JinXin,1597.6706715193632,19,5.45,6.9,12.26,1507.08,1603.47
Nambot Quentin,1597.613347929468,32,3.19,5.25,9.88,1499.44,1605.32
Swirk Lukasz,1597.3532134424656,58,1.68,7.27,8.59,1503.42,1656.5
WATSON Samuel,1593.6154222670486,13,8.34,9.37,8.46,1510.65,1608.39
ZHANG LIANG,1592.517653810908,21,4.02,11.72,18.43,1481.52,1592.52
Moro Guillaume,1588.935233662598,68,1.31,7.58,18.22,1480.46,1632.3
LONG Jianguo,1586.5779547619702,13,7.18,9.45,8.85,1506.93,1593.32
Sabri Sabri,1584.0256977962608,15,5.6,8.84,12.73,1485.93,1586.64
Styenkovyy Maksym,1582.884822426315,17,4.88,6.36,8.94,1513.15,1586.46
MUHAMMAD FAJRI ALFIAN,1582.5874805692445,25,3.3,8.79,14.32,1510.32,1598.36
CAO LONG,1582.3863097462129,16,5.23,10.76,14.38,1516.8,1583.75
Zodda Gian Luca,1580.512228094292,50,1.63,7.9,20.74,1489.05,1589.07
NURSAMSA Raharjati,1577.446335658655,8,9.25,7.85,5.25,1511.3,1577.45
CAO Long,1576.568748664712,10,7.34,8.3,10.7,1516.44,1576.57
Muhammad Hinayah,1575.6630834073121,11,6.88,4.75,10.82,1504.32,1575.66
ZURLONI Matteo,1575.4807517863753,13,5.88,6.22,9.31,1515.28,1576.4
Bogomolov Arsenii,1573.2568532265157,32,2.07,7.16,17.16,1500.86,1573.26
HAMMER Zach,1573.1410431909544,10,8.47,8.44,10.8,1505.16,1584.74
Komosinski Jedrzej,1569.4751220267508,68,1.02,7.31,10.93,1504.55,1591.67
SHIN Euncheol,1566.1792149285416,15,4.41,8.28,17.0,1513.7,1569.96
CARMANNS Leander,1565.7343053842942,8,6.78,7.64,8.25,1510.4,1565.73
Rebreyend Pierre,1563.0148322707976,28,2.4,7.69,17.14,1508.28,1567.12
NURSAMSA RAHARJATI,1561.398168619373,9,8.41,9.74,11.78,1497.96,1575.65
CHU Shouhong,1560.787334516305,10,4.74,10.84,9.0,1513.92,1569.32
LONG JinBao,1559.3943636124675,8,7.5,5.86,12.12,1513.5,1560.0
TKACH Yaroslav,1558.4714574133693,13,4.5,7.23,11.92,1506.94,1558.47
Kriz Jan,1558.385964456808,51,1.14,8.83,20.06,1466.34,1649.34
Rudatskiy Lev,1558.2847981010077,16,3.64,11.1,16.06,1506.55,1587.18
Santoni Alessandro,1554.7419958605694,40,1.37,7.49,17.23,1498.99,1583.59
Abudzar Yulianto,1553.7320061299172,17,3.16,5.81,13.47,1509.06,1553.73
Nigmatulin Alexandr,1552.4465372339605,9,5.36,7.34,10.78,1515.59,1552.45
Tkach Yaroslav,1552.2339326314477,19,2.54,8.35,25.05,1498.96,1552.23
Osipov Maksym,1551.954374458666,19,2.73,6.77,11.74,1485.67,1551.95
LEONARDO Veddriq,1550.643603610702,8,6.33,7.47,10.25,1515.67,1553.64
Iarilovets Nikolai,1548.5452853638553,8,6.07,5.06,26.38,1501.39,1548.55
FOSSALI Ludovico,1548.2207217779978,12,2.77,9.13,14.92,1509.24,1551.38
Oleksy Tomasz,1547.3696728963384,14,3.64,4.79,9.36,1511.73,1551.86
ARIPIN ZAENAL,1546.461264213211,9,5.16,8.13,13.56,1506.81,1546.46
Ou ZhiYong,1546.3401305439095,27,1.72,8.18,16.19,1496.21,1546.34
CHEN ZhiXing,1545.9334051651003,6,7.66,7.18,13.67,1511.54,1545.93
ARIPIN ZAINAL,1544.5939320924006,8,3.68,9.19,18.38,1511.83,1544.59
Galar Pandu Asmoro,1543.6507820068305,8,5.28,7.39,12.25,1498.79,1543.65
Mawem Mickael,1543.632817229652,11,3.97,6.79,32.27,1503.39,1543.63
ZHANG Ning,1543.576138329016,22,1.46,8.49,8.14,1511.78,1571.47
Roji Fatchur,1543.4248385388482,9,3.78,9.86,22.22,1510.81,1543.42
ILCHYSHYN Hryhorii,1543.044497973718,7,6.15,6.34,15.57,1499.84,1543.04
Leonardo Veddriq,1541.4632824386197,4,10.37,4.91,12.5,1514.02,1541.46
NOYA CARDONA Erik,1540.640906452127,12,4.31,9.11,12.0,1506.89,1551.72
Cornu Manuel,1539.6387245260473,12,3.3,3.89,31.75,1494.26,1539.64
Lee Seungbeom,1539.3399932797292,7,6.13,7.62,12.43,1505.4,1542.93
BROSLER John,1538.3130593595547,4,11.22,3.86,4.0,1514.33,1544.87
KHAIBULLIN Rishat,1537.9651288130801,6,8.89,7.14,6.83,1513.74,1553.35
Maimuratov Amir,1536.318077330839,48,0.91,10.03,22.65,1471.68,1571.0
Amon Kevin,1535.798821879481,9,3.98,5.71,24.89,1500.03,1535.8
Suyushkin Nikita,1535.4673351879803,4,8.61,6.62,7.5,1509.85,1535.47
Artamonov  Georgy,1535.3480424704442,18,1.69,7.39,16.39,1484.63,1535.35
Lin YU,1533.9230016218282,6,5.65,9.35,15.67,1513.54,1533.92
Rindi Sufriyanto,1533.8634935331681,10,3.21,7.25,15.3,1505.84,1533.86
LIN PengHui,1533.5953832320108,31,1.07,7.96,19.13,1483.68,1539.19
JUNG Yongjun,1533.2714662176777,21,1.58,6.55,22.43,1510.17,1543.27
ERNSBERGER Merritt,1532.6607647918865,8,4.08,4.53,18.12,1507.52,1536.58
LI Xu,1531.7085956454987,7,4.05,8.25,11.29,1507.85,1531.71
ZHANG Liang,1530.9907966904743,5,6.72,3.61,18.0,1506.34,1533.59
HUANG JINGJIE,1530.5225793958987,6,5.09,12.29,14.5,1515.54,1550.23
Valencia Danny,1529.6114009013243,8,3.7,3.97,33.88,1496.25,1529.61
AliPourShenazandi Mehdi,1527.3247414482018,3,9.11,1.72,20.67,1507.41,1527.32
JUNG YONGJUN,1527.0690100333738,6,4.51,7.05,14.0,1502.5,1527.07
Bratschi Noah,1526.7745692332553,30,0.89,9.67,23.6,1492.39,1552.09
ALIPOUR SHENAZANDIFARD Reza,1525.9164141259373,4,6.48,2.9,15.5,1506.33,1525.92
SHIN EUNCHEOL,1525.4791274179775,5,5.1,8.23,16.2,1493.17,1525.48
Luzhetskii Sergei,1523.751291208962,12,1.98,7.76,16.83,1480.04,1523.75
Fujii Kokoro,1523.6324052722694,14,1.69,6.78,37.07,1472.25,1523.63
AMON Kevin,1522.8779811833417,7,3.27,3.52,23.57,1499.16,1522.88
WANG MINHUI,1522.8220019455832,9,1.45,8.39,24.78,1504.78,1522.82
Khabibullin Artem,1522.6297331099076,9,2.51,10.35,34.78,1506.82,1524.06
Nagaev Almaz,1522.6287600205474,3,7.54,3.77,26.67,1504.4,1522.63
Narasaki Meichi,1522.6259577336116,7,3.23,2.09,37.86,1505.94,1522.63
MUHAMMAD FAJRI Alfian,1522.5552403269353,6,3.76,2.68,24.0,1505.75,1522.56
YASUKAWA Jun,1521.166709744509,22,0.96,10.89,22.32,1482.46,1560.82
MORO Guillaume,1520.6703968735142,9,2.3,6.31,16.78,1500.59,1520.67
WANG Xinshang,1520.279881095607,4,9.08,8.5,6.75,1510.94,1536.33
TRI SYAHRIA ADITYA,1520.2261123028898,3,6.74,8.08,12.67,1510.45,1520.23
HOM Michael,1520.1632574975674,8,2.52,9.6,18.25,1502.92,1541.5
REBREYEND Pierre,1520.1509388282152,8,1.9,8.85,15.25,1505.02,1520.3
Ilchyshyn Hryhorii,1519.5265133683235,4,3.21,7.35,20.0,1507.77,1519.53
Robbiati Luca,1519.0788941309825,6,3.18,2.16,28.33,1503.01,1519.08
Mohammadinegad Mohsen,1519.0585395100898,3,6.35,6.42,12.33,1499.55,1519.06
Alipour Shenazandifard Mehdi,1519.0105440465331,4,4.75,8.34,24.0,1511.25,1523.69
YANG Jie,1518.8380413671218,8,2.35,8.26,16.62,1495.95,1518.84
Ernsberger Merritt,1518.2642456574729,8,2.28,5.24,25.75,1497.3,1518.26
Plangger Tobias,1517.71092912276,20,0.89,8.12,32.15,1499.56,1556.47
ZHANG DINGFENG,1517.6195970088654,4,2.37,7.33,17.5,1505.87,1517.62
"Choo Weng Khit, Adriel",1517.29519031822,7,1.47,7.73,11.71,1507.73,1517.3
Asrar Ehsan,1517.2793598700314,6,2.88,5.54,26.5,1496.45,1520.22
Toozandehjani Hamidreza,1516.7608511861745,10,1.63,8.84,11.1,1503.88,1518.68
Hojer Jan,1516.3699595761007,16,1.02,5.76,30.88,1476.0,1519.29
Goodacre Joe,1515.8398528009043,13,1.22,7.53,24.85,1506.14,1535.23
ROBBIATI Luca,1515.7590834538066,8,1.97,7.15,21.75,1498.29,1516.15
Astashkin Evgeny,1515.5280682851233,12,1.29,9.63,12.0,1501.79,1534.84
LEE Seungbeom,1515.451628539774,5,3.09,10.25,25.2,1510.53,1530.09
LIANG RongQi,1515.29316409346,4,3.82,6.34,23.75,1494.8,1515.29
Bosi William,1515.2400327598502,9,1.69,2.92,43.0,1496.32,1515.24
Xu Shuo,1515.1844318964995,2,7.59,0.36,25.0,1507.85,1515.18
Stefani Jacopo,1514.746103873122,3,4.92,2.14,28.67,1506.38,1514.75
WU Peng,1514.5110427264854,2,10.18,6.13,5.0,1514.51,1520.36
Lee Yongsu,1514.3326904799428,11,1.3,6.04,29.36,1499.2,1521.99
ZODDA Gian Luca,1513.8901689384686,10,0.71,8.85,21.7,1485.4,1513.89
ZHAO Linwen,1513.875227155492,2,6.94,1.07,18.0,1506.18,1513.88
Limpanichpakdee Aphiwit,1513.6828707704701,2,6.84,2.16,26.0,1505.32,1513.68
Narasaki Tomoa,1513.4699533777823,13,1.04,7.6,35.85,1473.48,1515.31
Fishman Jordan,1512.6815096864048,2,6.05,9.38,14.0,1512.1,1512.68
Kytaiko Andrii,1512.5425496098635,3,4.18,1.86,22.33,1503.61,1512.54
LEE SEUNG BEOM,1512.4873156334008,2,10.32,3.06,6.5,1512.49,1520.64
Noya Erik,1512.13517507021,2,9.18,4.19,9.0,1512.14,1518.35
Komondi Csaba,1511.8422137997334,20,0.59,7.9,14.45,1491.6,1543.78
GRANJA Carlos,1511.7847209728004,2,-1.03,18.12,10.5,1497.94,1511.78
LEE SEUNGBEOM,1511.3517489273468,2,4.27,10.01,10.0,1508.55,1511.35
Chen Xiaojie,1511.1470568790069,3,-0.55,11.2,16.0,1498.36,1511.15
Bokanov Sayat,1511.041235558791,9,0.7,7.97,12.44,1503.81,1520.65
Halasa Rafal,1510.2905401555495,18,0.57,3.93,18.22,1489.26,1513.01
Hammer Max,1509.9816942504908,5,2.0,3.59,19.6,1498.27,1509.98
Carmanns Leander,1509.9392835888434,14,0.71,9.55,28.79,1468.95,1509.94
PAVLENKO Kostiantyn,1509.8608446693486,8,0.2,10.27,15.12,1496.88,1512.63
Kovalyev Roman,1509.634740045204,1,9.63,,28.0,1509.63,1509.63
Payl Konstantin,1509.6298659201284,4,-0.56,9.21,12.5,1497.75,1510.45
Avezou Sam,1509.4925636744968,2,4.75,1.38,36.5,1503.77,1509.49
Jang Donghyun,1509.3802528071037,1,9.38,,29.0,1509.38,1509.38
ASPAR Aspar,1509.2654193932633,2,-0.88,14.34,13.5,1498.25,1509.27
WU YINGYI,1509.104169623909,2,1.06,11.38,13.5,1502.12,1509.1
WANG MinHui,1508.7966646264526,1,8.8,,19.0,1508.8,1508.8
TANII Kazuki,1508.4200611764047,6,1.4,4.25,22.83,1499.53,1514.49
Emmanuel Ryan Paul,1508.0953771786214,2,4.05,1.28,27.5,1504.95,1508.1
ASWIN KRISTANTO RaAMASKI,1508.042381455473,2,4.02,4.96,27.0,1500.51,1508.04
Septo Wibowo Siburian Pangeran,1507.8727032632205,15,0.52,9.29,17.27,1480.71,1516.67
LIMPANICHPAKDEE Aphiwit,1507.4847654398507,3,2.49,10.13,15.33,1501.52,1510.43
Izmailov Tagir,1506.979459105319,1,6.98,,24.0,1506.98,1506.98
DENG YUTAO,1506.8014849151439,1,6.8,,22.0,1506.8,1506.8
Lucke Sebastian,1506.7166734294453,16,0.42,7.93,30.5,1491.7,1513.29
Yekimenko Mikhail,1506.5843548156008,3,-1.27,7.93,17.0,1496.18,1506.58
SONG HuaLong,1506.5768567223204,1,6.58,,40.0,1506.58,1506.58
Pavlenko Oleksandr,1506.4687534182165,2,3.23,2.45,33.5,1504.96,1506.47
Li Guangfeng,1506.3961828266501,6,1.07,8.78,23.0,1480.49,1506.4
Terleev Vladislav,1506.1230136824222,1,6.12,,26.0,1506.12,1506.12
HUANG Jingjie,1505.9279741145672,3,1.98,5.45,18.0,1505.93,1509.21
FINN-HENRY Michael,1505.8110520257849,2,-0.63,9.1,12.5,1498.75,1505.81
MAWEM Bassa,1505.4785966968866,2,-0.68,8.7,14.0,1498.65,1505.48
Sugimoto Rei,1505.4549029642835,5,1.09,2.09,47.2,1504.33,1505.56
LUCKE Sebastian,1505.4119448075335,7,0.77,8.93,17.86,1495.93,1511.39
Maibam Chingkheinganba,1505.3747014687353,2,2.69,6.22,47.5,1505.37,1507.09
Myrzabekov Alimzhan,1505.3635968530311,7,0.77,7.97,38.14,1486.42,1505.36
Dorigatti Cristian,1505.3303554148952,7,0.76,5.87,23.86,1486.16,1505.33
Zaenal Aripin,1505.3086903681144,1,5.31,,26.0,1505.31,1505.31
Karim pour Porya,1505.2602959564124,1,5.26,,28.0,1505.26,1505.26
Alipour Shenazandifar Milad,1505.248431392174,3,1.75,3.68,21.67,1498.54,1505.25
MAWEM Mickael,1504.9534191577895,2,0.04,6.95,12.5,1500.08,1504.95
ADI MULYONO Rahmad,1504.5696978971748,1,4.57,,21.0,1504.57,1504.57
GORDON SITORUS Rian,1504.567932283379,1,4.57,,25.0,1504.57,1504.57
ZHANG Dingfeng,1504.5119852349692,6,0.75,7.87,26.67,1504.51,1517.61
Karam Zadeh Amir Reza,1504.4505026103311,1,4.45,,22.0,1504.45,1504.45
CHU SHOUHONG,1504.1029530282162,3,-2.57,8.75,22.0,1492.28,1504.1
Sabitov Eduard,1503.9817911526295,2,1.4,3.65,13.0,1502.8,1503.98
Daukaev Eduard,1503.971727613447,1,3.97,,31.0,1503.97,1503.97
Zaychenko Olexiy,1503.9492451826723,2,1.97,3.35,24.0,1503.95,1504.34
ALTYNBEKOV Beknur,1503.9257172236419,13,0.3,9.51,17.0,1496.32,1517.36
Finn-Henry Michael,1503.8314987016624,18,0.21,7.26,31.83,1483.17,1529.32
GARNIER Marceau,1503.6934137973965,2,1.85,1.75,33.0,1503.09,1503.69
Syabbuddin Syabbuddin,1503.687378558681,1,3.69,,18.0,1503.69,1503.69
Podchesov Kostiantyn,1503.5469788463458,4,0.89,4.07,11.25,1501.65,1507.34
Lee Minyoung,1503.5049173490925,1,3.5,,52.0,1503.5,1503.5
LONG Jinbao,1503.3906046385687,1,3.39,,23.0,1503.39,1503.39
Cole Gentry,1503.341553512577,1,3.34,,25.0,1503.34,1503.34
Jung Yongjun,1503.1522762859004,1,3.15,,24.0,1503.15,1503.15
Ehtesham Nia Mohammad Reza,1503.1117824079736,1,3.11,,33.0,1503.11,1503.11
PRAMUDITA Zulkifli,1503.1003902225405,1,3.1,,28.0,1503.1,1503.1
YANG XueBan,1503.0464781600836,2,1.52,4.02,32.5,1498.68,1503.05
Zemliakov Petr,1502.7518105400113,1,2.75,,26.0,1502.75,1502.75
Zaytsev Demyan,1502.6812864491092,1,2.68,,34.0,1502.68,1502.68
RAMASKI Aswin Kristanto,1502.6102790603315,1,2.61,,29.0,1502.61,1502.61
Sirekanyan Vaginak,1502.4216590276926,6,0.4,6.18,13.5,1502.42,1517.45
KRIZ Jan,1502.374111823999,1,2.37,,17.0,1502.37,1502.37
Zama Stanislao,1502.3557156843644,13,0.18,6.38,22.77,1470.41,1502.36
Bujak Milosz,1502.106379255947,1,2.11,,35.0,1502.11,1502.11
Djaparidze Giorgi,1501.9645054546395,1,1.96,,58.0,1501.96,1501.96
Kurunov Arseniy,1501.795344201862,1,1.8,,22.0,1501.8,1501.8
BAKRI GLENN,1501.6959798009827,1,1.7,,28.0,1501.7,1501.7
MEILI Gilles,1501.6016730208685,1,1.6,,36.0,1501.6,1501.6
Stewart-Patterson Robert,1501.5358079802616,15,0.1,6.02,15.53,1489.95,1505.65
Pan YuFei,1501.5061248127613,17,0.09,6.38,37.53,1469.85,1508.23
Grichting Gian-Luca,1501.3508635374017,1,1.35,,27.0,1501.35,1501.35
Rodley Luke,1501.3039772145682,2,0.65,1.22,33.0,1501.3,1501.51
KU Seongyeop,1501.2650920466701,2,-1.11,3.36,13.5,1497.78,1501.27
Kosterin Alexander,1501.0788967720791,4,0.27,8.19,16.25,1496.81,1508.18
Karpikov Denis,1501.064095193076,1,1.06,,28.0,1501.06,1501.06
Barkovskyy Sergiy,1501.0378507332987,2,0.52,7.74,18.5,1495.04,1501.04
Kim Donghyeon,1500.982528105065,1,0.98,,35.0,1500.98,1500.98
Garnier Marceau,1500.9476250758964,2,0.47,0.62,42.0,1500.91,1500.95
Bhutia Pema Thendup,1500.9112817747837,1,0.91,,50.0,1500.91,1500.91
Devyaterikov Nikita,1500.7069046966,6,0.12,5.08,28.17,1490.61,1500.71
Faizullin Ruslan,1500.6135287079946,5,0.12,9.13,30.6,1500.61,1516.12
WANG FengQi,1500.5801270653058,5,0.12,3.08,25.2,1498.7,1503.37
ROBBY AL HILMI Antasyafi,1500.3837331665393,4,0.1,11.02,26.0,1492.06,1510.41
Pouliopoulos Alek,1500.2339468646894,1,0.23,,38.0,1500.23,1500.23
Huang DiChong,1500.0577147392676,5,0.01,5.31,32.8,1493.91,1503.14
Erber Matthias,1500.0145428841986,9,0.0,8.17,42.22,1490.52,1511.26
SCHLECHT Logan,1499.8808475230344,2,-0.06,3.73,32.5,1497.3,1499.88
LE CLERCQ DE LANNOY Yann,1499.798542958176,5,-0.04,1.81,32.2,1498.73,1500.96
DUFFY Colin,1499.785162278754,1,-0.21,,20.0,1499.79,1499.79
Atlarov Ivan,1499.6564852242188,2,2.69,4.29,12.0,1499.66,1505.39
Fedorov Nikolay,1499.6169509945316,1,-0.38,,25.0,1499.62,1499.62
XIAO Wei,1499.565485728133,1,-0.43,,29.0,1499.57,1499.57
Mamiri Tonny,1499.5153039137756,9,-0.31,6.11,17.11,1486.88,1501.95
Adarsh  Singh,1499.5103115212837,2,-0.24,8.41,51.0,1493.81,1499.51
YESSIPOV Matvey,1499.4738014043794,1,-0.53,,21.0,1499.47,1499.47
Ovchinnikov Semen,1499.3901443942084,1,-0.61,,68.0,1499.39,1499.39
MOREL Jérôme,1499.383118156903,7,-0.09,5.4,31.86,1492.34,1505.94
KALIBAY ZHANDOS,1499.3319029081242,1,-0.67,,42.0,1499.33,1499.33
Randi Gabriele,1499.270910880211,3,-0.24,3.77,28.0,1495.51,1499.27
GRANJA LOPEZ Carlos Felipe,1499.22752296919,1,-0.77,,28.0,1499.23,1499.23
LIN Yu,1499.1015494082103,1,-0.9,,25.0,1499.1,1499.1
Pitzel Thomas,1498.985954944289,1,-1.01,,25.0,1498.99,1498.99
Pazmino Andres,1498.9841261155627,1,-1.02,,31.0,1498.98,1498.98
FELLNER Stefan,1498.9200300181749,1,-1.08,,21.0,1498.92,1498.92
Besmertnykh Sergey,1498.7362097083483,1,-1.26,,33.0,1498.74,1498.74
Shafiei Mohsen,1498.6667714322675,3,-0.44,5.69,34.33,1493.35,1498.67
ZEDLER Andrin,1498.6168371156255,1,-1.38,,43.0,1498.62,1498.62
Vivas  Alex,1498.5830369230457,1,-1.42,,31.0,1498.58,1498.58
RIDJAYA ODE RIFALDI,1498.5622150757447,3,-0.48,1.32,48.0,1497.58,1499.17
Ikeda Yudai,1498.5519442058608,7,-0.21,3.49,33.14,1495.6,1502.78
Biagini Pietro,1498.5044962362922,1,-1.5,,43.0,1498.5,1498.5
DAVID Julian,1498.479650090071,6,-0.25,8.55,32.17,1477.68,1498.48
Chon Jongwon,1498.4588232190492,8,-0.19,5.98,51.88,1483.78,1498.46
Aan Aviansyah,1498.455819806031,1,-1.54,,42.0,1498.46,1498.46
Toktarov Damir,1498.3186538998689,3,-4.62,11.05,31.33,1486.13,1498.32
Piccolruaz David,1498.251387930286,1,-1.75,,31.0,1498.25,1498.25
Lee Dohyun,1498.2163312498085,3,-0.59,0.72,52.33,1498.22,1498.59
Rontini Marco,1498.1957681898941,1,-1.8,,25.0,1498.2,1498.2
SAMUDRA Riski,1498.181604914881,1,-1.82,,38.0,1498.18,1498.18
Mozolevych Denys,1498.1142366923846,1,-1.89,,48.0,1498.11,1498.11
COSSER Christopher,1498.053820983163,1,-1.95,,22.0,1498.05,1498.05
MUHAMMAD HINAYAH,1498.0229117885258,2,-0.99,17.33,34.0,1486.75,1498.02
KIM Young Hyun,1497.977584434679,1,-2.02,,45.0,1497.98,1497.98
Krynetskyi Oleksii,1497.8390737077289,1,-2.16,,74.0,1497.84,1497.84
Choi Seungbin,1497.583877598055,3,-3.34,7.34,14.33,1489.97,1497.58
Kivela Luka,1497.5610004562036,1,-2.44,,31.0,1497.56,1497.56
Winoto Ardi,1497.5341071628322,2,-2.56,0.13,13.0,1494.88,1497.53
Muehring Luke,1497.4015694911304,1,-2.6,,25.0,1497.4,1497.4
Bosler Simon,1497.2783275268714,2,-1.36,10.98,26.5,1490.88,1497.28
Poliakov Anton,1497.2751082463733,11,-1.16,7.33,15.91,1479.65,1498.56
David Julian,1497.2601059169235,8,-1.69,6.78,36.12,1483.78,1497.5
Robota Ihor,1497.2476042027952,3,-0.92,3.04,43.0,1497.25,1502.59
Szalecki Oskar,1497.1878437156938,1,-2.81,,44.0,1497.19,1497.19
Milne Maximillian,1497.1714365882922,1,-2.83,,19.0,1497.17,1497.17
Eom Seongmin,1497.1602508129365,1,-2.84,,43.0,1497.16,1497.16
Hernandez Galo,1497.1223730911342,4,-0.72,5.48,44.0,1490.37,1497.12
Johnson Alex,1497.1186686267147,1,-2.88,,45.0,1497.12,1497.12
Kvitsiani Almatsgir,1496.990835027665,1,-3.01,,22.0,1496.99,1496.99
Seo Chigon,1496.8760739863,1,-3.12,,11.0,1496.88,1496.88
LAI CHANGSHENG,1496.8738129615185,1,-3.13,,40.0,1496.87,1496.87
Romero Nicholas,1496.8275978295471,1,-3.17,,36.0,1496.83,1496.83
Devyaterikov Artyom,1496.8225019046572,15,-0.21,5.3,26.93,1489.72,1502.7
Shafiee Mohsen,1496.6440389534484,1,-3.36,,18.0,1496.64,1496.64
Gosselin Tristen,1496.5808683322223,2,-2.66,1.07,12.5,1494.67,1496.58
Wroblewski Mikolaj,1496.4625455953594,2,-1.77,0.98,47.5,1496.46,1497.54
Granja Lopez Carlos Felipe,1496.3196067141337,1,-3.68,,41.0,1496.32,1496.32
Kozlov Victor,1496.301125333732,1,-3.7,,33.0,1496.3,1496.3
Peshekhonov Alexander,1496.250204043377,1,-3.75,,10.0,1496.25,1496.25
Lai pingsheng,1496.1628893797017,2,-6.34,3.54,14.0,1487.33,1496.16
DZIENSKI Marcin,1496.1527168197374,6,-0.64,11.33,33.17,1496.15,1525.15
Chelombytko Yevgeniy,1496.1219965488847,1,-3.88,,21.0,1496.12,1496.12
Pociecha Jakub,1496.0977667209024,4,-0.98,7.51,15.0,1496.1,1510.71
Czubkowski Joseph,1496.0239273996808,1,-3.98,,20.0,1496.02,1496.02
Romig Jordan,1496.0215582875417,2,-1.99,0.59,25.0,1496.02,1497.6
Rahimkhanov Rinat,1495.9865045994409,1,-4.01,,23.0,1495.99,1495.99
Hlushko Artem,1495.9840537380503,2,-2.01,1.79,43.0,1495.98,1499.25
Boyd Julian,1495.7164866386584,1,-4.28,,37.0,1495.72,1495.72
PAYET GABORIAUD Marius,1495.6201745619444,1,-4.38,,50.0,1495.62,1495.62
HOJER Jan,1495.448720055986,1,-4.55,,25.0,1495.45,1495.45
Nigmanov Zufar,1495.4403852666017,21,-0.22,8.18,11.67,1491.16,1542.91
Park Gwansu,1495.3344120365612,1,-4.67,,20.0,1495.33,1495.33
Kostyukov Roman,1495.3043322828112,1,-4.7,,36.0,1495.3,1495.3
Chartolani Gogi,1495.3042663321453,1,-4.7,,19.0,1495.3,1495.3
Duffy Colin,1495.2850871656242,1,-4.71,,37.0,1495.29,1495.29
