name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo
LAPORTE Corentin,1499.7539355993813,3,-0.08,2.93,50.0,1496.54,1499.75
Bark Adi,1499.2951863113622,1,-0.7,,47.0,1499.3,1499.3
STIPEK Jan,1499.1506117045988,1,-0.85,,49.0,1499.15,1499.15
FLOHÉ Yannick,1498.4392489665738,2,-0.78,19.7,16.5,1498.44,1513.15
Waller Alexander,1497.9323698461537,1,-2.07,,53.0,1497.93,1497.93
KIROV Slav,1497.7408128095128,4,-0.56,4.04,45.5,1494.09,1497.74
GRUZITIS Edvards,1497.444532704856,2,-1.28,5.03,47.0,1495.16,1497.44
VON FREIER Lasse,1497.1186845965005,6,-0.48,10.69,20.0,1495.53,1510.4
RAMADHAN Ravianto,1496.8601578582459,3,-1.05,9.0,51.0,1488.44,1497.93
QVARNSTRÖM Linus,1496.5336618373956,1,-3.47,,57.0,1496.53,1496.53
Wagner Christian,1496.478230230263,1,-3.52,,69.0,1496.48,1496.48
GOH WEN BIN Luke,1496.361574500871,1,-3.64,,41.0,1496.36,1496.36
CLÉMENCE Julien,1495.8340548603574,7,-0.6,9.99,30.0,1489.04,1513.04
LORENZI Simon,1495.7921189275119,2,-2.1,3.25,52.0,1495.79,1500.19
NOH Hyunseung,1495.6652535824635,3,-1.44,7.45,49.67,1491.31,1501.15
KERN Gabriel,1495.6199355427154,2,-2.19,3.14,58.0,1495.62,1500.03
MARTIN Nathan,1495.594275580628,1,-4.41,,71.0,1495.59,1495.59
Da Silva Samuel Carlos,1495.592414294085,1,-4.41,,71.0,1495.59,1495.59
DORVAL Hugo,1495.0015327971564,1,-5.0,,74.0,1495.0,1495.0
RODRIGUEZ Matthew,1494.7637417622427,5,-1.05,1.68,45.6,1494.76,1496.36
BAYO VEROSIL Gerald,1494.6816047534385,1,-5.32,,46.0,1494.68,1494.68
Dorval Hugo,1494.2174443968263,2,-2.89,5.74,35.5,1494.22,1501.17
VILLEGAS GARCÍA Thor,1494.1672334285029,1,-5.83,,39.0,1494.17,1494.17
Enache Călin,1493.9116204407446,1,-6.09,,65.0,1493.91,1493.91
SIMONEN Tuukka,1493.908573141355,1,-6.09,,65.0,1493.91,1493.91
MAGALLANES TEJADA Leonardo,1493.5805319085896,1,-6.42,,40.0,1493.58,1493.58
O'NEILL Michael,1493.1019623316456,3,-2.3,8.57,55.67,1485.56,1493.1
Rothfork Cozmo,1493.0979839109073,1,-6.9,,45.0,1493.1,1493.1
RAMADHAN Raviandi,1493.0333754125616,3,-2.32,7.94,55.67,1487.02,1493.03
SCHRITTWIESER Julian,1492.9266833064985,1,-7.07,,79.0,1492.93,1492.93
HAIDER Paul,1492.9236952947956,1,-7.08,,79.0,1492.92,1492.92
SABATIER Romain,1492.6384654065862,1,-7.36,,65.0,1492.64,1492.64
FU Jiahao,1492.033286347178,2,-3.98,14.64,22.0,1492.03,1506.37
Shahar Adam,1491.9727157359132,2,-4.01,14.46,21.0,1491.97,1506.21
Würthner Tim,1491.905531363561,2,-4.05,2.58,62.0,1491.91,1494.13
ZGRAGGEN Lukas,1491.8948974718662,1,-8.11,,67.0,1491.89,1491.89
ZIETEK Jakub,1491.8010092663196,1,-8.2,,71.0,1491.8,1491.8
SIVAKOV Roman,1491.4866224640332,3,-2.84,3.6,58.33,1491.49,1499.15
TRANDAFIR Lucas,1491.4569139770394,7,-1.22,9.03,32.29,1491.46,1508.39
STRANIK Martin,1491.1012537510774,1,-8.9,,73.0,1491.1,1491.1
PEREZ Asael,1490.8495375479517,1,-9.15,,87.0,1490.85,1490.85
EVERETT Vail,1490.6825222190773,5,-1.86,5.51,45.2,1486.7,1495.92
YAU Ka-Chun,1490.111727484071,1,-9.89,,90.0,1490.11,1490.11
KAĞANOĞLU Muhammed Oğuz,1490.1075508889774,1,-9.89,,90.0,1490.11,1490.11
BUTTERWORTH Samuel,1490.08652690966,4,-2.48,1.71,45.75,1490.09,1497.8
MCNAMEE Guy,1489.7595740751572,1,-10.24,,46.0,1489.76,1489.76
CARVALHO PERES Davi,1489.7510022110291,1,-10.25,,46.0,1489.75,1489.75
KIROV Boyan,1488.9205232366203,1,-11.08,,93.0,1488.92,1488.92
VALSAMIDIS Matthaios,1488.9158438249156,1,-11.08,,93.0,1488.92,1488.92
GUÐLAUGSSON Gunnar Egill,1488.9111624382037,1,-11.09,,93.0,1488.91,1488.91
AVELAR Pedro,1488.8696959031572,1,-11.13,,48.0,1488.87,1488.87
Leff Isaac,1488.849010208249,1,-11.15,,53.0,1488.85,1488.85
ENACHE Călin,1488.5515205121237,2,-5.72,7.58,67.5,1488.55,1488.91
AUERSPERG Ilja,1488.4559877903382,2,-5.77,1.53,70.0,1488.46,1495.31
SUTER Alejo,1488.2785614636773,1,-11.72,,49.0,1488.28,1488.28
HANNA Benjamin,1488.2067152768818,4,-2.95,6.93,36.5,1488.21,1505.42
BOQUE BISCAYART Jeronimo,1488.1725341215242,1,-11.83,,97.0,1488.17,1488.17
ZIMMERMANN Emil,1488.1523328350008,1,-11.85,,59.0,1488.15,1488.15
WHALEY Nathan,1487.8964373988845,3,-4.03,5.32,46.0,1487.9,1490.56
LUBY Robert,1487.5667882276682,1,-12.43,,83.0,1487.57,1487.57
GARAKANI Mohammad,1487.4191205461698,1,-12.58,,79.0,1487.42,1487.42
NAMBA DE ARAÚJO Pedro Henrique,1487.3960235092882,1,-12.6,,50.0,1487.4,1487.4
FLORES CHEUN Ariel,1487.3854747805972,1,-12.61,,50.0,1487.39,1487.39
CHOU Tzu-Yu,1487.1889687476594,1,-12.81,,61.0,1487.19,1487.19
BABILAS Meritas,1486.9882993491883,1,-13.01,,98.0,1486.99,1486.99
Garakani Mohammad,1486.9828045696079,1,-13.02,,98.0,1486.98,1486.98
ZEIMES Jim,1486.9773074717775,1,-13.02,,98.0,1486.98,1486.98
SCANLON Ciarán,1486.9614183442338,1,-13.04,,98.0,1486.96,1486.96
RYMONIS Lukas,1486.8583433226295,1,-13.14,,85.0,1486.86,1486.86
GONZALEZ Ariel,1486.7238010399549,1,-13.28,,57.0,1486.72,1486.72
SANCHEZ MARTIN Juan Sebastian,1486.502189958313,1,-13.5,,52.0,1486.5,1486.5
OOMMEN SHANKER Vishak,1486.2066665465952,1,-13.79,,63.0,1486.21,1486.21
GRUBER Raffael,1486.16651506867,7,-1.98,6.72,39.14,1478.3,1497.21
LAAKSO Oiva,1486.1494895016806,1,-13.85,,87.0,1486.15,1486.15
FIDEL Ido,1486.0471469160107,3,-4.65,6.93,30.67,1486.05,1503.2
WAGNER Christian,1486.0117383219745,2,-6.99,2.27,66.0,1486.01,1494.61
GALMEZ SUAREZ Yaku Martin,1485.9090756931275,1,-14.09,,53.0,1485.91,1485.91
MORENO MONTOYA Jair Octavio,1485.6545772862046,1,-14.35,,59.0,1485.65,1485.65
CASAS Tomas,1485.6437534178929,1,-14.36,,59.0,1485.64,1485.64
ALHADDAD Taher,1485.2318292772122,1,-14.77,,65.0,1485.23,1485.23
TALVISALMI Hugo,1485.1835218735855,1,-14.82,,107.0,1485.18,1485.18
FAVOT Leo,1485.1456045203608,5,-2.97,9.5,26.2,1485.15,1510.73
RUIZ ELIZONDO Fernando,1484.9029770266484,1,-15.1,,89.0,1484.9,1484.9
COBAS Iker,1484.8836878304191,1,-15.12,,108.0,1484.88,1484.88
ALIAGA NINA Javier Leonardo,1484.7213593131276,1,-15.28,,55.0,1484.72,1484.72
BENITEZ RODRIGUEZ Jonathan Odiel,1484.5837410642025,1,-15.42,,61.0,1484.58,1484.58
GOLDSMITH Aj,1484.5721102542784,1,-15.43,,61.0,1484.57,1484.57
PICCOLRUAZ Michael,1484.5653329900765,4,-3.86,9.68,41.25,1482.28,1492.87
NOEL-BAKER Ioannis-Filippos,1484.4369383535204,1,-15.56,,109.0,1484.44,1484.44
BAKER Dylan,1484.4303674681962,1,-15.57,,109.0,1484.43,1484.43
LAM Man Hou,1484.266460768336,1,-15.73,,67.0,1484.27,1484.27
FATANI Yousef,1484.2556538820836,1,-15.74,,67.0,1484.26,1484.26
PARK Beomjin,1484.1302893518891,4,-3.97,2.88,58.25,1484.13,1497.8
Benitez Rodriguez Jonathan Odiel,1484.1267565094681,1,-15.87,,56.0,1484.13,1484.13
LOK Wan Tong,1483.1132626866322,2,-8.44,4.8,67.0,1483.11,1488.16
SALIMIAN Ali,1482.6893216372584,3,-5.77,1.72,57.0,1482.69,1492.27
VILA ANDRÉS Andrés,1482.632793046334,2,-8.68,4.3,79.5,1482.63,1488.27
MARTÍN ÁLVAREZ Hugo,1482.6251257382946,3,-5.79,6.11,67.67,1482.63,1487.57
VARGAS Benjamin,1482.4917576703103,4,-4.38,3.92,49.0,1481.61,1492.41
LEHMANN Sascha,1482.4556137587501,2,-8.77,1.6,61.0,1482.46,1490.1
KLEESATTEL Max,1480.8444717091897,3,-6.39,8.95,33.33,1480.84,1494.45
LEVIN Ram,1480.7298749378986,3,-6.42,4.5,52.0,1480.73,1498.76
GUIGNARD Louis,1480.6797141602094,3,-6.44,7.59,67.67,1479.28,1493.03
Hanna Benjamin,1479.2450867342227,2,-10.38,1.44,61.0,1479.25,1490.64
KE Qun Tao,1477.4328481129805,2,-11.28,2.17,76.5,1477.43,1487.18
OSSIG Timo,1477.2691720372377,2,-11.37,1.21,74.0,1477.27,1487.78
MAIKOTOV Azat,1476.7125379283164,2,-11.64,4.49,86.0,1476.71,1485.18
MEYER Albin,1476.4494664427286,3,-7.85,5.06,74.67,1476.45,1486.86
AREZEH Iman,1476.3670395861798,2,-11.82,2.78,70.5,1476.37,1486.22
DA SILVA Samuel Carlos,1475.7574328699561,3,-8.08,2.28,61.67,1475.76,1492.99
WESTMAN Luke,1472.818510374862,2,-13.59,1.75,91.5,1472.82,1485.17
LEI Chon Hou,1472.5617443082192,2,-13.72,1.96,93.5,1472.56,1484.9
URRUTIA Joaquin,1472.3427857300492,4,-6.91,5.74,53.25,1472.34,1485.24
ELORANTA Toivo,1472.1979483886041,2,-13.9,0.25,94.0,1472.2,1485.92
ZAHARIA Alexandru-Florian,1471.0050577318007,4,-7.25,1.9,61.5,1471.01,1492.27
SALVATORE Niccolò Antony,1470.466704959331,5,-5.91,2.62,52.2,1470.47,1492.28
ARCE Tomás,1470.4194960420198,2,-14.79,0.15,70.5,1470.42,1485.32
SMITH Dylan,1465.6021664463556,3,-11.47,0.75,73.0,1465.6,1489.13
HO Cheuk-Hei,1464.606184437044,3,-11.8,1.72,72.33,1464.61,1487.79
LEQUERICA BUSCAGLIA Diego,1461.4139641936083,4,-9.65,4.79,72.75,1461.41,1495.34
PUERTA WONG Kenu,1461.2629366557971,3,-12.91,1.89,88.67,1461.26,1484.91
IASI HANADA Rodrigo,1460.7065525872677,5,-7.86,3.43,64.4,1460.71,1497.68
ORTEGA FOSADO Andrés,1457.9429061791116,3,-14.02,0.64,77.67,1457.94,1486.71
Gerhardt Joshua,1445.0987316735843,6,-9.15,2.48,66.0,1445.1,1489.12
