name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo
Savchenko Ganna,1493.2000226830799,4,-2.17,8.88,11.75,1491.32,1508.78
Boyarskikh  Ekaterina,1492.836171285397,1,-7.16,,20.0,1492.84,1492.84
Soltaninejad Sajedeh,1492.7797449133254,2,-7.92,0.99,14.0,1484.16,1492.78
Prokopiuk Monika,1491.8155578347855,1,-8.18,,15.0,1491.82,1491.82
Mykhailova Olga,1491.5429768950419,1,-8.46,,21.0,1491.54,1491.54
Prokopiuk-Kawecka Monika,1491.3578141997803,1,-8.64,,13.0,1491.36,1491.36
Hopkins Stephanie,1491.1091330621668,1,-8.89,,31.0,1491.11,1491.11
Li Xuqing,1491.0780366408953,2,-7.65,1.8,14.0,1484.69,1491.08
Bacher Barbara,1490.6104955498654,2,-11.07,2.38,14.5,1477.86,1490.61
Aveline Morgane,1490.545965237039,1,-9.45,,20.0,1490.55,1490.55
Zijlstra Vera,1490.1685090910323,4,-2.46,2.92,14.5,1490.17,1500.42
Miroslaw Katarzyna,1490.0168446243272,2,-10.15,0.24,15.0,1479.7,1490.02
Chereshneva Yana,1489.7367065032506,7,-0.53,5.17,11.57,1484.02,1496.29
Khudyakova Anna,1489.4888383999037,2,-12.89,3.37,16.0,1474.21,1489.49
Lopez Daniela,1489.4032869544665,1,-10.6,,33.0,1489.4,1489.4
Karami Azam,1489.3722060458424,1,-10.63,,17.0,1489.37,1489.37
Levochkina  Yuliya,1488.9483127526917,1,-11.05,,23.0,1488.95,1488.95
Matthews Sarah,1488.5483436542406,1,-11.45,,34.0,1488.55,1488.55
Korolkova Ekaterina,1487.684176774786,1,-12.32,,17.0,1487.68,1487.68
Lee Hung Ying,1487.6622441825389,1,-12.34,,18.0,1487.66,1487.66
Vaytsekhovskaya Yulia,1487.6479616559484,1,-12.35,,24.0,1487.65,1487.65
Zampar Cassandra,1487.0373994510808,1,-12.96,,11.0,1487.04,1487.04
Graftiaux Alix,1486.405453841459,1,-13.59,,13.0,1486.41,1486.41
Rakitskaya Anna,1486.4045937391725,1,-13.6,,18.0,1486.4,1486.4
Shahmatova  Evgeniya,1486.3452179419326,1,-13.65,,25.0,1486.35,1486.35
Chlebova Andrea,1485.990371159817,1,-14.01,,35.0,1485.99,1485.99
Nedyalkova Spasina,1485.9564128494133,1,-14.04,,35.0,1485.96,1485.96
Sutton Amanda,1485.9394028730503,1,-14.06,,35.0,1485.94,1485.94
Yachnik Julia,1485.8749030424208,1,-14.13,,18.0,1485.87,1485.87
Gabazú Rossi,1485.4062352470567,3,-9.43,6.2,17.0,1471.7,1487.72
Kofler Stefanie,1485.1738290470028,1,-14.83,,20.0,1485.17,1485.17
Esmailzadeh Farnaz,1485.1060370275165,1,-14.89,,19.0,1485.11,1485.11
Graftiaux Chloé,1485.0604017901965,3,-4.98,1.61,11.0,1485.06,1496.65
Gros Natalija,1484.979206693645,3,-8.45,1.7,19.0,1474.66,1491.96
Hrozova Lucie,1484.3915902910194,3,-6.87,7.48,16.0,1479.38,1484.89
Caprez Nina,1479.8960267670816,3,-6.7,5.77,18.0,1479.9,1497.86
Karesova Eliska,1477.930362592861,3,-10.81,4.91,13.33,1467.56,1484.07
Maneva Radiana,1477.749165971979,2,-11.13,5.57,24.0,1477.75,1492.81
Pichler Stefanie,1476.5374030336397,2,-11.73,1.23,20.0,1476.54,1489.14
Goatache Katy,1476.2802461359236,4,-7.62,4.72,15.0,1469.5,1496.17
Mylnikova Anna,1475.5363380888432,6,-4.08,5.04,14.0,1475.54,1499.82
Király Nóra,1472.942964773314,2,-13.53,0.7,29.0,1472.94,1485.97
Saurwein Katharina,1465.7457560485475,5,-9.6,6.01,17.0,1452.01,1494.48
Rodriguez Francis,1463.41957562118,16,-2.29,9.0,10.0,1463.42,1513.98
Piratinskaya Mayya,1437.123677968801,15,-4.24,5.32,11.53,1433.59,1492.93
Iskakova Aliya,1435.293401781939,6,-10.78,3.07,19.33,1435.29,1484.06
