name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo,discipline,era_name,gender
Lukashyna Anastasiia,1497.9558447771394,1,-2.04,,45.0,1497.96,1497.96,Lead,IFSC,Women
Anda Villanueva Irati,1497.937530366397,40,-0.05,9.91,15.22,1487.62,1596.13,Lead,IFSC,Women
Novak Liza,1497.9178941855862,1,-2.08,,30.0,1497.92,1497.92,Lead,IFSC,Women
Lee Gahee,1497.9160385084654,1,-2.08,,47.0,1497.92,1497.92,Lead,IFSC,Women
Király Nóra,1497.8886295397208,1,-2.11,,40.0,1497.89,1497.89,Lead,IFSC,Women
BENACH ZUBERO Julia,1497.8473796400565,1,-2.15,,42.0,1497.85,1497.85,Lead,IFSC,Women
Feichtenschlager Sarah,1497.807012588973,1,-2.19,,46.0,1497.81,1497.81,Lead,IFSC,Women
ADAMOVSKA Eliska,1497.8026352423394,2,-1.1,2.17,30.5,1497.8,1500.43,Lead,IFSC,Women
Guillen Francis,1497.667391848133,1,-2.33,,63.0,1497.67,1497.67,Lead,IFSC,Women
Rauberger Sophie,1497.5903363711072,1,-2.41,,29.0,1497.59,1497.59,Lead,IFSC,Women
Takeuchi Ayaka,1497.4137204126582,4,-0.65,3.67,19.25,1497.41,1504.59,Lead,IFSC,Women
Mendez Paula,1497.4095663903768,1,-2.59,,41.0,1497.41,1497.41,Lead,IFSC,Women
Harini Harini,1497.3879449526166,1,-2.61,,32.0,1497.39,1497.39,Lead,IFSC,Women
Herrmann Lena,1497.3322160829512,1,-2.67,,30.0,1497.33,1497.33,Lead,IFSC,Women
Buršíková Martina,1497.0721279626327,1,-2.93,,58.0,1497.07,1497.07,Lead,IFSC,Women
Romero Leslie,1497.0257051494275,1,-2.97,,65.0,1497.03,1497.03,Lead,IFSC,Women
Vopatova Edita,1496.985297551563,1,-3.01,,34.0,1496.99,1496.99,Lead,IFSC,Women
Chornoskutova Kateryna,1496.9301739774544,1,-3.07,,42.0,1496.93,1496.93,Lead,IFSC,Women
Benach Zubero Julia,1496.8387133395236,1,-3.16,,39.0,1496.84,1496.84,Lead,IFSC,Women
Rudka Maja,1496.7920208062258,2,-1.6,4.18,52.5,1495.44,1496.79,Lead,IFSC,Women
Mellado Quinteros Ignacia,1496.7484434088149,10,-0.33,7.15,41.3,1486.99,1508.44,Lead,IFSC,Women
Shin Woon-Seon,1496.7129983886537,7,-0.47,7.04,21.71,1488.03,1498.42,Lead,IFSC,Women
Okawachi serika,1496.537262786897,1,-3.46,,39.0,1496.54,1496.54,Lead,IFSC,Women
McKeehan Grace,1496.5248806767686,3,-1.16,4.5,34.67,1494.26,1500.52,Lead,IFSC,Women
OGURA Sana,1496.4857675899254,1,-3.51,,37.0,1496.49,1496.49,Lead,IFSC,Women
Yachnik Julia,1496.4226419898282,1,-3.58,,34.0,1496.42,1496.42,Lead,IFSC,Women
Shiran Noa,1496.3581518767885,24,-0.15,4.91,34.38,1485.34,1507.5,Lead,IFSC,Women
Shagina Liubov,1496.195213197787,3,-1.27,9.56,26.33,1496.2,1507.72,Lead,IFSC,Women
Lerondel Meije,1496.1507189745969,1,-3.85,,56.0,1496.15,1496.15,Lead,IFSC,Women
Toothill Holly,1496.1022055364342,1,-3.9,,34.0,1496.1,1496.1,Lead,IFSC,Women
PEETERMANS Zoe,1496.0982658140397,4,-0.98,8.05,32.0,1496.1,1509.83,Lead,IFSC,Women
Harnisch Martina,1496.0632772550946,2,-1.97,4.49,16.5,1496.06,1501.21,Lead,IFSC,Women
SEO Yejoo,1495.8222896054435,11,-0.38,5.12,30.73,1493.09,1508.92,Lead,IFSC,Women
Tolokonina Maria,1495.7826359117544,2,-2.11,3.89,18.0,1495.14,1495.78,Lead,IFSC,Women
Kups Ida,1495.7710050049036,4,-1.06,8.38,42.25,1491.01,1499.12,Lead,IFSC,Women
Toda Homare,1495.7581491038393,3,-1.41,1.83,39.0,1495.76,1496.49,Lead,IFSC,Women
Goric Lana,1495.7105464461974,1,-4.29,,41.0,1495.71,1495.71,Lead,IFSC,Women
Simon Paloma,1495.59374917914,1,-4.41,,35.0,1495.59,1495.59,Lead,IFSC,Women
KEREM Ayala,1495.5400095039545,2,-2.23,5.93,45.5,1495.54,1501.96,Lead,IFSC,Women
Hopfensitz Sandra,1495.5165888674762,3,-1.49,2.89,46.33,1495.17,1495.55,Lead,IFSC,Women
van Essen Sabina,1495.4934201635526,5,-0.9,5.37,38.8,1495.49,1507.3,Lead,IFSC,Women
KOBAYASHI Mai,1495.310516871429,3,-1.56,3.19,44.0,1493.21,1496.24,Lead,IFSC,Women
Alekseeva Kseniia,1495.25180222194,6,-0.79,7.37,20.5,1487.61,1496.58,Lead,IFSC,Women
Avender Sophia,1495.245676461809,1,-4.75,,63.0,1495.25,1495.25,Lead,IFSC,Women
Davila Emilia,1495.2028171470245,1,-4.8,,70.0,1495.2,1495.2,Lead,IFSC,Women
Karnis Bronwen,1495.1936527481855,1,-4.81,,52.0,1495.19,1495.19,Lead,IFSC,Women
Stöckl Annika,1495.1332306124348,1,-4.87,,52.0,1495.13,1495.13,Lead,IFSC,Women
NAKAMURA Mao,1495.070151075228,4,-1.23,5.17,26.5,1495.07,1504.05,Lead,IFSC,Women
KHARISMA RAGIL RAKASIWII,1495.0640730606217,1,-4.94,,28.0,1495.06,1495.06,Lead,IFSC,Women
Deshayes Louna,1495.0306148427003,2,-2.48,4.64,49.0,1495.03,1500.8,Lead,IFSC,Women
CHEN Xuanzhen,1495.0120167120988,1,-4.99,,35.0,1495.01,1495.01,Lead,IFSC,Women
MEUL Hannah,1494.8807756740769,5,-1.02,8.18,27.2,1494.88,1512.35,Lead,IFSC,Women
Le Neve Melissa,1494.8723855550527,12,-0.43,6.47,19.75,1469.83,1501.78,Lead,IFSC,Women
NICELLI Savina,1494.8454116424878,2,-2.58,1.36,47.5,1494.85,1498.38,Lead,IFSC,Women
Pfister Clotilde,1494.7594390300344,1,-5.24,,43.0,1494.76,1494.76,Lead,IFSC,Women
BONNAL Lana,1494.7252589964753,2,-2.64,2.39,42.0,1494.73,1495.67,Lead,IFSC,Women
Wilda Baco Achmad,1494.6967435271777,6,-0.88,5.02,21.17,1483.69,1496.76,Lead,IFSC,Women
Darabian Mahya,1494.586700443724,1,-5.41,,50.0,1494.59,1494.59,Lead,IFSC,Women
WATILLON Lucie,1494.5769655596305,1,-5.42,,40.0,1494.58,1494.58,Lead,IFSC,Women
Saurwein Franziska,1494.5257191859184,1,-5.47,,29.0,1494.53,1494.53,Lead,IFSC,Women
Looser Noé,1494.4161066622212,3,-1.86,2.41,52.33,1493.59,1496.16,Lead,IFSC,Women
KHALISHAH Nur,1494.3852731688276,1,-5.61,,36.0,1494.39,1494.39,Lead,IFSC,Women
FRANGOS Rebecca,1494.28846315089,3,-1.9,5.08,39.67,1493.21,1496.55,Lead,IFSC,Women
Casas Mur Rut,1494.2857154584924,1,-5.71,,54.0,1494.29,1494.29,Lead,IFSC,Women
RAKOVEC Lucka,1494.2678866329657,1,-5.73,,18.0,1494.27,1494.27,Lead,IFSC,Women
Ekwinska Katarzyna,1494.260911214636,1,-5.74,,47.0,1494.26,1494.26,Lead,IFSC,Women
TESIO Giorgia,1494.247564839103,1,-5.75,,18.0,1494.25,1494.25,Lead,IFSC,Women
AGUADO Valentina,1494.2398327710168,4,-1.44,3.38,41.75,1493.06,1501.65,Lead,IFSC,Women
Martin Sancho Berta,1494.1872450406504,1,-5.81,,35.0,1494.19,1494.19,Lead,IFSC,Women
YOSHIMURA  Moe,1494.1791671789233,22,-0.26,5.98,22.32,1473.05,1498.54,Lead,IFSC,Women
Correa Sofia,1494.165402089114,1,-5.83,,43.0,1494.17,1494.17,Lead,IFSC,Women
Delacquis Léa,1494.099221772917,4,-1.48,5.0,46.0,1488.98,1498.75,Lead,IFSC,Women
Blanco Lucelia,1494.0478652438526,1,-5.95,,48.0,1494.05,1494.05,Lead,IFSC,Women
ZHU Xinwen,1494.032179446771,1,-5.97,,43.0,1494.03,1494.03,Lead,IFSC,Women
Adams  Isabelle,1493.922402493325,1,-6.08,,31.0,1493.92,1493.92,Lead,IFSC,Women
KREMER Valeri,1493.917228629682,3,-2.03,1.93,33.67,1493.92,1498.9,Lead,IFSC,Women
Holfeld Johanna,1493.9150223771944,3,-2.03,2.77,27.67,1493.92,1501.15,Lead,IFSC,Women
Mangin  valentine,1493.8987370902855,3,-2.03,2.56,45.33,1493.9,1500.78,Lead,IFSC,Women
Messner Jana,1493.831305193667,1,-6.17,,55.0,1493.83,1493.83,Lead,IFSC,Women
Cho Gayeon,1493.7928850294838,4,-1.55,7.21,22.5,1493.79,1504.78,Lead,IFSC,Women
Pöll Katharina,1493.713480997479,1,-6.29,,29.0,1493.71,1493.71,Lead,IFSC,Women
HONG Yubin,1493.695901160542,1,-6.3,,37.0,1493.7,1493.7,Lead,IFSC,Women
HUANG YONGSHAN,1493.6646170093302,1,-6.34,,45.0,1493.66,1493.66,Lead,IFSC,Women
Massullo Julia,1493.656565446281,1,-6.34,,33.0,1493.66,1493.66,Lead,IFSC,Women
Morrison Kitty,1493.6519292410426,2,-3.17,1.03,38.5,1493.65,1496.1,Lead,IFSC,Women
Agrapart Maëlys,1493.6281017142107,2,-3.19,8.13,25.0,1493.63,1502.56,Lead,IFSC,Women
Baraka Elza Elizabete,1493.6139911173732,1,-6.39,,56.0,1493.61,1493.61,Lead,IFSC,Women
Michelard Laura,1493.603948529343,9,-0.71,5.73,22.78,1493.6,1505.41,Lead,IFSC,Women
Claassen Paige,1493.517171400538,7,-0.93,6.24,28.71,1481.48,1493.52,Lead,IFSC,Women
DESHAYES Louna,1493.4994613618128,1,-6.5,,58.0,1493.5,1493.5,Lead,IFSC,Women
HUANG Zihan,1493.4851489168136,1,-6.51,,44.0,1493.49,1493.49,Lead,IFSC,Women
Pidgeon Cedar,1493.4490831225685,1,-6.55,,45.0,1493.45,1493.45,Lead,IFSC,Women
Yi Zoe,1493.4201022644452,1,-6.58,,38.0,1493.42,1493.42,Lead,IFSC,Women
MASON Quinn,1493.4189256499328,1,-6.58,,52.0,1493.42,1493.42,Lead,IFSC,Women
OTA Risa,1493.4142663999985,2,-3.29,14.91,17.5,1486.17,1493.41,Lead,IFSC,Women
Cabezas Matilde,1493.413516649823,1,-6.59,,75.0,1493.41,1493.41,Lead,IFSC,Women
UMI CAHYANING AYUB CHOIRUL,1493.3686576867008,1,-6.63,,30.0,1493.37,1493.37,Lead,IFSC,Women
Simkova Veronika,1493.3540238589092,1,-6.65,,57.0,1493.35,1493.35,Lead,IFSC,Women
CHEN XUANZHEN,1493.331594227591,2,-3.33,2.03,39.5,1493.33,1498.1,Lead,IFSC,Women
Kölle Isabelle,1493.323774623829,1,-6.68,,32.0,1493.32,1493.32,Lead,IFSC,Women
WU CHUNHUA,1493.3064942703606,2,-3.35,8.07,34.5,1490.95,1493.31,Lead,IFSC,Women
Mabboni Alessia,1493.1137250948102,1,-6.89,,42.0,1493.11,1493.11,Lead,IFSC,Women
BATTISTELLA Viola,1492.950765745113,1,-7.05,,53.0,1492.95,1492.95,Lead,IFSC,Women
MEZENTSEVA Daria,1492.9490352330597,1,-7.05,,54.0,1492.95,1492.95,Lead,IFSC,Women
Niederberger Joëlle,1492.88238759405,1,-7.12,,46.0,1492.88,1492.88,Lead,IFSC,Women
Zaitseva Iuliia,1492.8755832996242,1,-7.12,,35.0,1492.88,1492.88,Lead,IFSC,Women
Garlick Lucy,1492.863595754946,1,-7.14,,70.0,1492.86,1492.86,Lead,IFSC,Women
CONDERS Emmelie,1492.8053105413155,1,-7.19,,57.0,1492.81,1492.81,Lead,IFSC,Women
Vejmolova Iva,1492.790372504143,20,-0.36,6.11,28.8,1475.09,1502.3,Lead,IFSC,Women
SUTHAPHAISANWITHAYA Rattankorn,1492.7629971910278,1,-7.24,,77.0,1492.76,1492.76,Lead,IFSC,Women
Golikova Anastasiia,1492.6732362772168,1,-7.33,,50.0,1492.67,1492.67,Lead,IFSC,Women
Barrett Silvia,1492.6491902807052,1,-7.35,,47.0,1492.65,1492.65,Lead,IFSC,Women
Shi Hui Tan,1492.5185169624615,1,-7.48,,31.0,1492.52,1492.52,Lead,IFSC,Women
SEMPERE GONZÁLEZ Lucía,1492.4822935031375,1,-7.52,,54.0,1492.48,1492.48,Lead,IFSC,Women
Graham Pia,1492.4682661745244,1,-7.53,,58.0,1492.47,1492.47,Lead,IFSC,Women
Næsheim Eline,1492.4492631087537,1,-7.55,,35.0,1492.45,1492.45,Lead,IFSC,Women
Ha Minyoung,1492.4426033200727,1,-7.56,,27.0,1492.44,1492.44,Lead,IFSC,Women
Nicelli Savina,1492.381619233807,2,-3.81,1.01,53.0,1492.38,1496.91,Lead,IFSC,Women
Hwang Mihyeon,1492.3731072784176,2,-3.81,0.43,22.0,1492.37,1495.88,Lead,IFSC,Women
Carroll Chauncey,1492.3498744034544,2,-3.83,0.53,39.0,1492.35,1496.55,Lead,IFSC,Women
Smith-Gobat Mayan,1492.3099905769002,1,-7.69,,28.0,1492.31,1492.31,Lead,IFSC,Women
Guttenberger Mia,1492.2570031461928,1,-7.74,,61.0,1492.26,1492.26,Lead,IFSC,Women
Cintalova Zuzana,1492.2565074208908,1,-7.74,,28.0,1492.26,1492.26,Lead,IFSC,Women
Watkin Philippa,1492.1718392656371,1,-7.83,,33.0,1492.17,1492.17,Lead,IFSC,Women
CHO Gayeon,1492.1669728620243,2,-3.92,10.04,23.0,1492.17,1503.19,Lead,IFSC,Women
Taub Yael,1492.164937872745,3,-2.61,4.07,52.67,1492.16,1493.82,Lead,IFSC,Women
CAULIER Chloe,1492.1588281381312,1,-7.84,,59.0,1492.16,1492.16,Lead,IFSC,Women
Maneva Radiana,1492.119793945182,1,-7.88,,52.0,1492.12,1492.12,Lead,IFSC,Women
Taylor Vanessa,1491.980072101247,7,-1.15,9.54,14.29,1488.74,1508.16,Lead,IFSC,Women
Juen Soyoung,1491.9604401082202,1,-8.04,,30.0,1491.96,1491.96,Lead,IFSC,Women
Nilwik Rachel,1491.8861147194912,1,-8.11,,29.0,1491.89,1491.89,Lead,IFSC,Women
STASIUK Maya,1491.8417733992271,1,-8.16,,47.0,1491.84,1491.84,Lead,IFSC,Women
Lith Aniek,1491.827382638673,1,-8.17,,61.0,1491.83,1491.83,Lead,IFSC,Women
Lamarche Iyma,1491.8271909941873,2,-4.09,2.54,22.5,1491.83,1497.71,Lead,IFSC,Women
Yang Jiwon,1491.8222975908686,1,-8.18,,61.0,1491.82,1491.82,Lead,IFSC,Women
Romero Marisa,1491.781999525872,1,-8.22,,59.0,1491.78,1491.78,Lead,IFSC,Women
Flockhart Louise,1491.7360363527823,1,-8.26,,41.0,1491.74,1491.74,Lead,IFSC,Women
Plypoolsup Pankaew,1491.7219578599215,1,-8.28,,28.0,1491.72,1491.72,Lead,IFSC,Women
KO Jeongran,1491.7098272652447,1,-8.29,,81.0,1491.71,1491.71,Lead,IFSC,Women
Cartwright Victoria,1491.6749882606669,1,-8.33,,29.0,1491.67,1491.67,Lead,IFSC,Women
ISMATUL SAKDIA NUR,1491.667346389203,1,-8.33,,32.0,1491.67,1491.67,Lead,IFSC,Women
Ikeda Yoko,1491.557782576684,2,-4.22,2.78,18.5,1491.56,1493.81,Lead,IFSC,Women
Hansen Bergljot,1491.510873115247,1,-8.49,,49.0,1491.51,1491.51,Lead,IFSC,Women
LEE Hung Ying,1491.4810262916255,1,-8.52,,41.0,1491.48,1491.48,Lead,IFSC,Women
Uttley Gwyneth,1491.2972328025803,1,-8.7,,34.0,1491.3,1491.3,Lead,IFSC,Women
AGAMBAYEVA Margarita,1491.2930338876265,1,-8.71,,48.0,1491.29,1491.29,Lead,IFSC,Women
Nishikori Misato,1491.2778739675075,2,-4.36,0.76,22.0,1491.28,1495.1,Lead,IFSC,Women
Schwaiger Berit,1491.260969713391,1,-8.74,,47.0,1491.26,1491.26,Lead,IFSC,Women
Levstek Patricija,1491.2501637361677,1,-8.75,,29.0,1491.25,1491.25,Lead,IFSC,Women
Fell Frederike,1491.2440208339654,1,-8.76,,45.0,1491.24,1491.24,Lead,IFSC,Women
Yasuda Atori,1491.2375533748132,2,-4.38,3.25,21.5,1491.24,1497.91,Lead,IFSC,Women
Širůčková Tereza,1491.2091074050652,1,-8.79,,62.0,1491.21,1491.21,Lead,IFSC,Women
Bendazzoli Camilla,1491.1698371240268,1,-8.83,,44.0,1491.17,1491.17,Lead,IFSC,Women
Kucsera Lenke,1491.1534073564192,1,-8.85,,54.0,1491.15,1491.15,Lead,IFSC,Women
BURŠÍKOVÁ Martina,1491.105237956872,1,-8.89,,62.0,1491.11,1491.11,Lead,IFSC,Women
VIVIAND Kaïna,1491.013700452785,1,-8.99,,64.0,1491.01,1491.01,Lead,IFSC,Women
Choi Youngsook,1490.9795258855245,1,-9.02,,31.0,1490.98,1490.98,Lead,IFSC,Women
Lanz Tanja,1490.9535792451622,1,-9.05,,28.0,1490.95,1490.95,Lead,IFSC,Women
Pokorna Andrea,1490.9482154748985,1,-9.05,,63.0,1490.95,1490.95,Lead,IFSC,Women
FEICHTENSCHLAGER Sarah,1490.86306821656,1,-9.14,,61.0,1490.86,1490.86,Lead,IFSC,Women
Debevec Katja,1490.8363460074356,8,-1.15,4.18,30.0,1490.84,1503.35,Lead,IFSC,Women
SHOLEHA TRIANA PUTRI Mar''atus,1490.8331815989168,1,-9.17,,42.0,1490.83,1490.83,Lead,IFSC,Women
Eriksrud Ragnhild,1490.830949078854,1,-9.17,,37.0,1490.83,1490.83,Lead,IFSC,Women
Ogrinc Ana,1490.8020465002096,1,-9.2,,32.0,1490.8,1490.8,Lead,IFSC,Women
Himpel Lina,1490.759219091701,3,-3.08,5.74,25.0,1490.76,1494.31,Lead,IFSC,Women
Sallsabillah Rajiah,1490.7491032129,1,-9.25,,32.0,1490.75,1490.75,Lead,IFSC,Women
HUANG Yajun,1490.743866316658,1,-9.26,,49.0,1490.74,1490.74,Lead,IFSC,Women
MIYAJIMA Momoka,1490.7279017019564,4,-2.32,4.2,38.75,1490.73,1501.61,Lead,IFSC,Women
Nam Eunkyung,1490.6774047693443,1,-9.32,,29.0,1490.68,1490.68,Lead,IFSC,Women
Hare Isabelle,1490.6246228839238,1,-9.38,,32.0,1490.62,1490.62,Lead,IFSC,Women
PESCETTO BUDDEN Emily Charlote,1490.6060761128904,1,-9.39,,58.0,1490.61,1490.61,Lead,IFSC,Women
Rude Chelsea,1490.564261474065,6,-1.57,8.18,23.67,1477.21,1491.03,Lead,IFSC,Women
Gilic Barbara,1490.4382652843635,1,-9.56,,55.0,1490.44,1490.44,Lead,IFSC,Women
WITTE Noor,1490.3878061532098,1,-9.61,,65.0,1490.39,1490.39,Lead,IFSC,Women
Farhat de Araujo Fraga Timo Laura,1490.3798346831609,1,-9.62,,71.0,1490.38,1490.38,Lead,IFSC,Women
Kim Younghee,1490.3552510007091,1,-9.64,,29.0,1490.36,1490.36,Lead,IFSC,Women
Musienko Mariia,1490.338652832488,2,-4.83,6.33,42.0,1490.34,1499.65,Lead,IFSC,Women
MAO JINGJING,1490.3247069150707,1,-9.68,,51.0,1490.32,1490.32,Lead,IFSC,Women
Matsushima Yuki,1490.3188872123435,1,-9.68,,27.0,1490.32,1490.32,Lead,IFSC,Women
ZABALA Zurinaga Itziar,1490.2939830591738,1,-9.71,,80.0,1490.29,1490.29,Lead,IFSC,Women
ATKINS Käthe,1490.2639141575582,1,-9.74,,64.0,1490.26,1490.26,Lead,IFSC,Women
Sinnhuber Karoline,1490.2439511996688,1,-9.76,,44.0,1490.24,1490.24,Lead,IFSC,Women
Monteith Dana,1490.1909019597756,1,-9.81,,63.0,1490.19,1490.19,Lead,IFSC,Women
ARNOLDI Valentina,1490.1360398694928,1,-9.86,,59.0,1490.14,1490.14,Lead,IFSC,Women
Kudrova Nelly,1490.126567063843,4,-2.47,8.0,20.25,1484.51,1493.38,Lead,IFSC,Women
Kim Solah,1490.0944131138558,6,-1.65,3.9,20.0,1488.73,1497.81,Lead,IFSC,Women
Jeffery Suzu,1490.0777187749884,1,-9.92,,65.0,1490.08,1490.08,Lead,IFSC,Women
Zrinski Karla,1490.044642425201,1,-9.96,,51.0,1490.04,1490.04,Lead,IFSC,Women
Rennan Jorun,1490.020395268881,1,-9.98,,38.0,1490.02,1490.02,Lead,IFSC,Women
Bayarsaikhan  Densmaa,1489.9972436167195,1,-10.0,,32.0,1490.0,1490.0,Lead,IFSC,Women
Ackre Anne,1489.983249875083,1,-10.02,,85.0,1489.98,1489.98,Lead,IFSC,Women
Nesterenko Daria,1489.9785916869484,1,-10.02,,85.0,1489.98,1489.98,Lead,IFSC,Women
Fischer Madison,1489.9631338330728,1,-10.04,,34.0,1489.96,1489.96,Lead,IFSC,Women
Vaillant Bultel Lucie,1489.921454268694,2,-5.04,0.03,55.5,1489.92,1494.98,Lead,IFSC,Women
PAPETTI Federica,1489.9199704566238,1,-10.08,,49.0,1489.92,1489.92,Lead,IFSC,Women
SIRUCKOVA Tereza,1489.9131952168534,10,-1.01,6.73,34.4,1470.57,1493.63,Lead,IFSC,Women
COSTANZA Melina,1489.9118528944628,1,-10.09,,21.0,1489.91,1489.91,Lead,IFSC,Women
MAY Valissya,1489.84250836539,1,-10.16,,65.0,1489.84,1489.84,Lead,IFSC,Women
Agustina Sari,1489.795399716047,1,-10.2,,33.0,1489.8,1489.8,Lead,IFSC,Women
Claes Elfe,1489.7680757811218,1,-10.23,,35.0,1489.77,1489.77,Lead,IFSC,Women
Keanini Alyssa,1489.7653026293704,1,-10.23,,52.0,1489.77,1489.77,Lead,IFSC,Women
Samoilina Anastasiia,1489.734230518118,13,-0.79,4.5,22.62,1481.02,1496.58,Lead,IFSC,Women
Gonzalez Emily,1489.733837091126,1,-10.27,,64.0,1489.73,1489.73,Lead,IFSC,Women
Vest Allison,1489.7191986396322,4,-2.57,4.06,55.25,1488.65,1498.6,Lead,IFSC,Women
Herdic Emily,1489.7155829788155,1,-10.28,,44.0,1489.72,1489.72,Lead,IFSC,Women
Wienand Roxana,1489.7076093633457,12,-0.86,4.0,40.42,1489.11,1499.12,Lead,IFSC,Women
Da Silva Rosmery,1489.7028753627164,1,-10.3,,57.0,1489.7,1489.7,Lead,IFSC,Women
Medici Giulia,1489.6895096775118,2,-5.16,4.93,62.0,1489.69,1491.36,Lead,IFSC,Women
Rogan Danielle,1489.650768837026,1,-10.35,,31.0,1489.65,1489.65,Lead,IFSC,Women
Sukmandiri Uji Ayu,1489.6444875829527,4,-2.59,5.17,16.0,1489.02,1490.84,Lead,IFSC,Women
Jeon Jiyeon,1489.631300950944,1,-10.37,,30.0,1489.63,1489.63,Lead,IFSC,Women
Morandini Sara,1489.5737217053468,1,-10.43,,49.0,1489.57,1489.57,Lead,IFSC,Women
Scolaris Ilaria,1489.5573049101158,19,-0.55,6.27,40.84,1457.73,1493.29,Lead,IFSC,Women
NUR AZIZA Taqiyya,1489.5447406057344,1,-10.46,,43.0,1489.54,1489.54,Lead,IFSC,Women
Amoros Solène,1489.5319238999464,13,-0.81,5.81,28.23,1489.53,1506.2,Lead,IFSC,Women
Bryakina Nadezhda,1489.4858052922411,1,-10.51,,44.0,1489.49,1489.49,Lead,IFSC,Women
Scott Kerry,1489.4643812196384,1,-10.54,,57.0,1489.46,1489.46,Lead,IFSC,Women
Bernardini Giulia,1489.4642715618108,1,-10.54,,59.0,1489.46,1489.46,Lead,IFSC,Women
Manerikar  Siddhi Shekhar,1489.4586966536854,1,-10.54,,81.0,1489.46,1489.46,Lead,IFSC,Women
Martin Meagan,1489.4514871664107,3,-3.52,5.27,44.33,1489.45,1490.41,Lead,IFSC,Women
CHOW Sienna,1489.351649341404,1,-10.65,,68.0,1489.35,1489.35,Lead,IFSC,Women
ADAMENKO VIKTORIYA,1489.3274666873067,1,-10.67,,88.0,1489.33,1489.33,Lead,IFSC,Women
Ma Olivia,1489.2885895935729,2,-5.36,0.28,41.5,1489.29,1494.84,Lead,IFSC,Women
Gatland Erica,1489.2818024057435,1,-10.72,,89.0,1489.28,1489.28,Lead,IFSC,Women
Macedo Camila,1489.2768680585646,1,-10.72,,89.0,1489.28,1489.28,Lead,IFSC,Women
Bolgova Maria,1489.2225397231166,2,-5.39,0.51,38.5,1489.22,1494.97,Lead,IFSC,Women
Boavida Isabel,1489.2181878803335,1,-10.78,,58.0,1489.22,1489.22,Lead,IFSC,Women
Ladurner Alexandra,1489.2181588733265,2,-5.39,1.19,41.5,1489.22,1495.45,Lead,IFSC,Women
Høiaas Ida Marie,1489.2089089830677,1,-10.79,,39.0,1489.21,1489.21,Lead,IFSC,Women
Zaharia  Ana-Maria,1489.1957289095349,1,-10.8,,67.0,1489.2,1489.2,Lead,IFSC,Women
Alton Giulia,1489.181357131324,1,-10.82,,33.0,1489.18,1489.18,Lead,IFSC,Women
Boklaschuk Paige,1489.1441427445843,1,-10.86,,68.0,1489.14,1489.14,Lead,IFSC,Women
Messer Melanie,1489.1171940134554,1,-10.88,,28.0,1489.12,1489.12,Lead,IFSC,Women
Hermann Hannah,1489.1133324281907,1,-10.89,,77.0,1489.11,1489.11,Lead,IFSC,Women
ILTIS Kintana,1489.0985455021482,1,-10.9,,51.0,1489.1,1489.1,Lead,IFSC,Women
HUANG Yongshan,1489.0940492288732,1,-10.91,,52.0,1489.09,1489.09,Lead,IFSC,Women
Pellerin Emilie,1489.0929091224414,2,-5.45,7.26,44.0,1489.09,1489.41,Lead,IFSC,Women
Gillett Helen,1489.0924457177307,2,-5.45,2.33,46.5,1489.09,1492.9,Lead,IFSC,Women
CHEN Shin Yee,1489.0725522148757,1,-10.93,,44.0,1489.07,1489.07,Lead,IFSC,Women
Philippon Léa,1489.0439286894152,1,-10.96,,27.0,1489.04,1489.04,Lead,IFSC,Women
Faille Camille,1489.0338450593415,1,-10.97,,49.0,1489.03,1489.03,Lead,IFSC,Women
Hensley Tiffany,1489.024337028612,3,-3.66,3.24,22.67,1489.02,1496.54,Lead,IFSC,Women
Dugarjav Nyamkhand,1489.0135915947706,1,-10.99,,33.0,1489.01,1489.01,Lead,IFSC,Women
Xiao Xian Goh,1488.9812887917485,2,-5.51,2.54,42.5,1488.98,1492.7,Lead,IFSC,Women
Metsugi Yoko,1488.9581066893927,1,-11.04,,28.0,1488.96,1488.96,Lead,IFSC,Women
Pazan Flor de Luna,1488.9253102448158,1,-11.07,,46.0,1488.93,1488.93,Lead,IFSC,Women
Mudji  Mulyani,1488.840405477143,1,-11.16,,34.0,1488.84,1488.84,Lead,IFSC,Women
Zaikina Anna,1488.8275170257946,5,-2.23,8.84,36.0,1484.79,1501.75,Lead,IFSC,Women
Vizuete Alisson,1488.818818548853,1,-11.18,,66.0,1488.82,1488.82,Lead,IFSC,Women
Conan Fanny,1488.778250626109,4,-2.81,10.04,17.5,1481.18,1496.68,Lead,IFSC,Women
Emeleva Luiza,1488.7684829160874,6,-1.87,7.25,42.0,1482.72,1499.53,Lead,IFSC,Women
Robert Bréanne,1488.7380884753072,3,-3.75,2.75,55.0,1488.74,1495.19,Lead,IFSC,Women
Yokoyama Sofya,1488.658307894248,5,-2.27,4.59,52.2,1484.79,1491.95,Lead,IFSC,Women
Nazarian Alexa,1488.6358794996306,1,-11.36,,32.0,1488.64,1488.64,Lead,IFSC,Women
Terekhova Mariya,1488.6275255322394,1,-11.37,,91.0,1488.63,1488.63,Lead,IFSC,Women
ELHADJ MIMOUNE Selma,1488.6273760459103,3,-3.79,1.42,41.33,1488.63,1497.52,Lead,IFSC,Women
Berry Natalie,1488.6215978570162,2,-5.69,3.75,37.0,1488.62,1496.96,Lead,IFSC,Women
Jacques Françoise,1488.6190840764982,1,-11.38,,51.0,1488.62,1488.62,Lead,IFSC,Women
